"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2020-02-15","Lake Geneva","Retail: Other goods",15954532.09,148706
"2020-02-15","Lake Geneva","Transport services",3554602.94,46767
"2020-02-15","Northwestern","Accommodation",443341.74,2659
"2020-02-15","Northwestern","Food and beverage services",1317830.75,27741
"2020-02-15","Northwestern","Other",1488902.93,16991
"2020-02-15","Northwestern","Retail: Food, beverage, tobacco",9334822.40999999,193787
"2020-02-15","Northwestern","Retail: Fuel stations",1603054.65,37681
"2020-02-15","Northwestern","Retail: Other goods",8961562.6,91009
"2020-02-15","Northwestern","Transport services",144092.77,13037
"2020-02-15","Ticino","Accommodation",175766.69,1173
"2020-02-15","Ticino","Food and beverage services",441231.14,7563
"2020-02-15","Ticino","Other",519708.42,3315
"2020-02-15","Ticino","Retail: Food, beverage, tobacco",1756690.33,37408
"2020-02-15","Ticino","Retail: Fuel stations",763097.11,16851
"2020-02-15","Ticino","Retail: Other goods",2430617.5,22056
"2020-02-15","Ticino","Transport services",49170.3,2140
"2020-02-15","Zurich","Accommodation",972942.69,5775
"2020-02-15","Zurich","Food and beverage services",3877167.76,86655
"2020-02-15","Zurich","Other",2239434.45,22966
"2020-02-15","Zurich","Retail: Food, beverage, tobacco",14838151.55,355004
"2020-02-15","Zurich","Retail: Fuel stations",1638513.9,39214
"2020-02-15","Zurich","Retail: Other goods",14097104.12,134650
"2020-02-15","Zurich","Transport services",223156.3,15094
"2020-02-16","9999","Food and beverage services",3412.5,118
"2020-02-16","9999","Retail: Food, beverage, tobacco",179.9,8
"2020-02-16","9999","Retail: Fuel stations",24373.89,743
"2020-02-16","9999","Retail: Other goods",4711.1,43
"2020-02-16","Central","Accommodation",1168430.22,6939
"2020-02-16","Central","Food and beverage services",709331.55,13245
"2020-02-16","Central","Other",382444.5,4734
"2020-02-16","Central","Retail: Food, beverage, tobacco",469329.86,24143
"2020-02-16","Central","Retail: Fuel stations",1034065.81,26712
"2020-02-16","Central","Retail: Other goods",391384.78,3566
"2020-02-16","Central","Transport services",455412.75,9027
"2020-02-16","Eastern","Accommodation",3657886.82,12026
"2020-02-16","Eastern","Food and beverage services",1561905.18,27352
"2020-02-16","Eastern","Other",1145227.21,8438
"2020-02-16","Eastern","Retail: Food, beverage, tobacco",1025638.72,34558
"2020-02-16","Eastern","Retail: Fuel stations",1644411.97,40880
"2020-02-16","Eastern","Retail: Other goods",1443340.18,10916
"2020-02-16","Eastern","Transport services",2228476.48,18659
"2020-02-16","Espace Mittelland","Accommodation",1626172.62,8040
"2020-02-16","Espace Mittelland","Food and beverage services",1483281.81,25371
"2020-02-16","Espace Mittelland","Other",549443.1,8456
"2020-02-16","Espace Mittelland","Retail: Food, beverage, tobacco",1174795.62,64612
"2020-02-16","Espace Mittelland","Retail: Fuel stations",2293948.91,59803
"2020-02-16","Espace Mittelland","Retail: Other goods",955137.05,7410
"2020-02-16","Espace Mittelland","Transport services",726950.26,9594
"2020-02-16","Lake Geneva","Accommodation",3027472,14128
"2020-02-16","Lake Geneva","Food and beverage services",3221177.05,60529
"2020-02-16","Lake Geneva","Other",1108837.55,14356
"2020-02-16","Lake Geneva","Retail: Food, beverage, tobacco",1963563.36,64520
"2020-02-16","Lake Geneva","Retail: Fuel stations",2271192.93,61032
"2020-02-16","Lake Geneva","Retail: Other goods",1964468.78,18088
"2020-02-16","Lake Geneva","Transport services",3372339.48,31614
"2020-02-16","Northwestern","Accommodation",342242.31,2150
"2020-02-16","Northwestern","Food and beverage services",780270.65,15668
"2020-02-16","Northwestern","Other",484570.51,9263
"2020-02-16","Northwestern","Retail: Food, beverage, tobacco",647855.38,31931
"2020-02-16","Northwestern","Retail: Fuel stations",1357877.7,37214
"2020-02-16","Northwestern","Retail: Other goods",127768.4,2693
"2020-02-16","Northwestern","Transport services",102525.84,6941
"2020-02-16","Ticino","Accommodation",237562.6,1321
"2020-02-16","Ticino","Food and beverage services",259591.47,4530
"2020-02-16","Ticino","Other",181721.59,1553
"2020-02-16","Ticino","Retail: Food, beverage, tobacco",53980.65,3141
"2020-02-16","Ticino","Retail: Fuel stations",646024.01,15662
"2020-02-16","Ticino","Retail: Other goods",599734.4,4164
"2020-02-16","Ticino","Transport services",35677.85,1381
"2020-02-16","Zurich","Accommodation",846045.5,4876
"2020-02-16","Zurich","Food and beverage services",2444053.53,62110
"2020-02-16","Zurich","Other",720926.4,11200
"2020-02-16","Zurich","Retail: Food, beverage, tobacco",1357715.02,78000
"2020-02-16","Zurich","Retail: Fuel stations",1435338.7,42511
"2020-02-16","Zurich","Retail: Other goods",881133.04,17225
"2020-02-16","Zurich","Transport services",176655.05,9800
"2020-02-17","9999","Food and beverage services",4685.9,482
"2020-02-17","9999","Retail: Food, beverage, tobacco",1223.8,40
"2020-02-17","9999","Retail: Fuel stations",22140.41,609
"2020-02-17","9999","Retail: Other goods",5462.15,36
"2020-02-17","Central","Accommodation",588543.31,3965
"2020-02-17","Central","Food and beverage services",563733.28,19053
"2020-02-17","Central","Other",880560.61,6741
"2020-02-17","Central","Retail: Food, beverage, tobacco",4277825.02,117646
"2020-02-17","Central","Retail: Fuel stations",973502.18,23063
"2020-02-17","Central","Retail: Other goods",3787375,40806
"2020-02-17","Central","Transport services",227449,6994
"2020-02-17","Eastern","Accommodation",1642249.49,6247
"2020-02-17","Eastern","Food and beverage services",1044445.01,28745
"2020-02-17","Eastern","Other",1382186.73,9527
"2020-02-17","Eastern","Retail: Food, beverage, tobacco",5927212.71,154032
"2020-02-17","Eastern","Retail: Fuel stations",1482582.47,34483
"2020-02-17","Eastern","Retail: Other goods",4685661.78,50846
"2020-02-17","Eastern","Transport services",1175579.95,12612
"2020-02-17","Espace Mittelland","Accommodation",941747.75,5658
"2020-02-17","Espace Mittelland","Food and beverage services",1061743.94,36029
"2020-02-17","Espace Mittelland","Other",1427070.77,11951
"2020-02-17","Espace Mittelland","Retail: Food, beverage, tobacco",8595783.13,273031
"2020-02-17","Espace Mittelland","Retail: Fuel stations",2108484.79,50371
"2020-02-17","Espace Mittelland","Retail: Other goods",6384065.01,79303
"2020-02-17","Espace Mittelland","Transport services",380033.8,10019
"2020-02-17","Lake Geneva","Accommodation",2142604.89,10321
"2020-02-17","Lake Geneva","Food and beverage services",2869556.1,87122
"2020-02-17","Lake Geneva","Other",2817036.35,21805
"2020-02-17","Lake Geneva","Retail: Food, beverage, tobacco",9943196.97999999,278915
"2020-02-17","Lake Geneva","Retail: Fuel stations",2090035.77,54851
"2020-02-17","Lake Geneva","Retail: Other goods",9161548.07,98820
"2020-02-17","Lake Geneva","Transport services",1626174.21,36072
"2020-02-17","Northwestern","Accommodation",256131.58,2123
"2020-02-17","Northwestern","Food and beverage services",654344.61,25925
"2020-02-17","Northwestern","Other",1160311.43,11319
"2020-02-17","Northwestern","Retail: Food, beverage, tobacco",4919607.74,161473
"2020-02-17","Northwestern","Retail: Fuel stations",1236217.49,31205
"2020-02-17","Northwestern","Retail: Other goods",4344995.99,49359
"2020-02-17","Northwestern","Transport services",171045.78,10857
"2020-02-17","Ticino","Accommodation",176539.71,831
"2020-02-17","Ticino","Food and beverage services",216639.45,7862
"2020-02-17","Ticino","Other",578869.98,2459
"2020-02-17","Ticino","Retail: Food, beverage, tobacco",1096220.84,31757
"2020-02-17","Ticino","Retail: Fuel stations",678638.14,15645
"2020-02-17","Ticino","Retail: Other goods",1331608.02,12955
"2020-02-17","Ticino","Transport services",22944.9,1627
"2020-02-17","Zurich","Accommodation",733714.22,4738
"2020-02-17","Zurich","Food and beverage services",2509180.56,116392
"2020-02-17","Zurich","Other",1995090.52,17143
"2020-02-17","Zurich","Retail: Food, beverage, tobacco",8511667.71,341251
"2020-02-17","Zurich","Retail: Fuel stations",1222945.5,32872
"2020-02-17","Zurich","Retail: Other goods",7537268.41000001,84867
"2020-02-17","Zurich","Transport services",261111.35,12767
"2020-02-18","9999","Food and beverage services",5472,516
"2020-02-18","9999","Retail: Food, beverage, tobacco",1187.95,30
"2020-02-18","9999","Retail: Fuel stations",22968.63,586
"2020-02-18","9999","Retail: Other goods",1990.3,30
"2020-02-18","Central","Accommodation",604175.95,4576
"2020-02-18","Central","Food and beverage services",705422.23,21451
"2020-02-18","Central","Other",1033551.08,8196
"2020-02-18","Central","Retail: Food, beverage, tobacco",4060984.6,114566
"2020-02-18","Central","Retail: Fuel stations",1022055.44,24390
"2020-02-18","Central","Retail: Other goods",3713765.54,41279
"2020-02-18","Central","Transport services",241095.61,7795
"2020-02-18","Eastern","Accommodation",1447497.31,6650
"2020-02-18","Eastern","Food and beverage services",1251134.12,32630
"2020-02-18","Eastern","Other",1280960.74,10051
"2020-02-18","Eastern","Retail: Food, beverage, tobacco",5480382.58,146516
"2020-02-18","Eastern","Retail: Fuel stations",1494246.6,35078
"2020-02-18","Eastern","Retail: Other goods",4921483.05,51206
"2020-02-18","Eastern","Transport services",930717.76,14174
"2020-02-18","Espace Mittelland","Accommodation",919355.99,6503
"2020-02-18","Espace Mittelland","Food and beverage services",1375125.26,42272
"2020-02-18","Espace Mittelland","Other",1688113.55,13393
"2020-02-18","Espace Mittelland","Retail: Food, beverage, tobacco",7883383.82,266984
"2020-02-18","Espace Mittelland","Retail: Fuel stations",2186068.16,52776
"2020-02-18","Espace Mittelland","Retail: Other goods",6598978.46,79270
"2020-02-18","Espace Mittelland","Transport services",391868.97,11812
"2020-02-18","Lake Geneva","Accommodation",2004837.12,10360
"2020-02-18","Lake Geneva","Food and beverage services",3667022.73,102412
"2020-02-18","Lake Geneva","Other",2903782.63,21781
"2020-02-18","Lake Geneva","Retail: Food, beverage, tobacco",8836905.09000001,265556
"2020-02-18","Lake Geneva","Retail: Fuel stations",2118418.25,56926
"2020-02-18","Lake Geneva","Retail: Other goods",8862352.83000001,94604
"2020-02-18","Lake Geneva","Transport services",1480982.57,39867
"2020-02-18","Northwestern","Accommodation",334433.5,2618
"2020-02-18","Northwestern","Food and beverage services",818580.27,29996
"2020-02-18","Northwestern","Other",1496772.66,13638
"2020-02-18","Northwestern","Retail: Food, beverage, tobacco",4763458.2,160462
"2020-02-18","Northwestern","Retail: Fuel stations",1305024.07,33232
"2020-02-18","Northwestern","Retail: Other goods",4423803.82,50805
"2020-02-18","Northwestern","Transport services",149712.72,11277
"2020-02-18","Ticino","Accommodation",160126.57,838
"2020-02-18","Ticino","Food and beverage services",285441.9,9180
"2020-02-18","Ticino","Other",600842.02,2765
"2020-02-18","Ticino","Retail: Food, beverage, tobacco",972095.23,29903
"2020-02-18","Ticino","Retail: Fuel stations",661025.01,15364
"2020-02-18","Ticino","Retail: Other goods",1261879.54,12458
"2020-02-18","Ticino","Transport services",27162.39,2016
"2020-02-18","Zurich","Accommodation",812473.2,5523
"2020-02-18","Zurich","Food and beverage services",3135336.58,129880
"2020-02-18","Zurich","Other",2369232.55,20164
"2020-02-18","Zurich","Retail: Food, beverage, tobacco",7999555.29,337486
"2020-02-18","Zurich","Retail: Fuel stations",1297152.83,35074
"2020-02-18","Zurich","Retail: Other goods",7732246.63,85244
"2020-02-18","Zurich","Transport services",251733.05,12931
"2020-02-19","9999","Food and beverage services",5777.2,490
"2020-02-19","9999","Retail: Food, beverage, tobacco",1147.45,39
"2020-02-19","9999","Retail: Fuel stations",23276.82,617
"2020-02-19","9999","Retail: Other goods",2572.3,33
"2020-02-19","Central","Accommodation",775267.59,4304
"2020-02-19","Central","Food and beverage services",785742.76,22505
"2020-02-19","Central","Other",1090319.3,8794
"2020-02-19","Central","Retail: Food, beverage, tobacco",4413970.97,120444
"2020-02-19","Central","Retail: Fuel stations",1056599.87,25149
"2020-02-19","Central","Retail: Other goods",4316265.59000001,47677
"2020-02-19","Central","Transport services",115259.2,6775
"2020-02-19","Eastern","Accommodation",1583170.05,7000
"2020-02-19","Eastern","Food and beverage services",1220475.46,30768
"2020-02-19","Eastern","Other",1386748.7,11726
"2020-02-19","Eastern","Retail: Food, beverage, tobacco",5811136.97,150271
"2020-02-19","Eastern","Retail: Fuel stations",1555574.93,36377
"2020-02-19","Eastern","Retail: Other goods",5570427.31,57743
"2020-02-19","Eastern","Transport services",456830.69,9408
"2020-02-19","Espace Mittelland","Accommodation",1056117.83,6721
"2020-02-19","Espace Mittelland","Food and beverage services",1534306.92,43410
"2020-02-19","Espace Mittelland","Other",1731263.76,14979
"2020-02-19","Espace Mittelland","Retail: Food, beverage, tobacco",8241815.7,267406
"2020-02-19","Espace Mittelland","Retail: Fuel stations",2265864.84,54323
"2020-02-19","Espace Mittelland","Retail: Other goods",7182389.87,85311
"2020-02-19","Espace Mittelland","Transport services",200423.88,10812
"2020-02-19","Lake Geneva","Accommodation",2399743.34,12134
"2020-02-19","Lake Geneva","Food and beverage services",3587534.13,95442
"2020-02-19","Lake Geneva","Other",3271829.84,24541
"2020-02-19","Lake Geneva","Retail: Food, beverage, tobacco",9304264.11,265839
"2020-02-19","Lake Geneva","Retail: Fuel stations",2173589.12,56762
"2020-02-19","Lake Geneva","Retail: Other goods",9692905.09,102684
"2020-02-19","Lake Geneva","Transport services",785378.58,33657
"2020-02-19","Northwestern","Accommodation",384534.99,2744
"2020-02-19","Northwestern","Food and beverage services",914623.3,30975
"2020-02-19","Northwestern","Other",1458300.26,13933
"2020-02-19","Northwestern","Retail: Food, beverage, tobacco",4888361.05,160434
"2020-02-19","Northwestern","Retail: Fuel stations",1359882.9,34235
"2020-02-19","Northwestern","Retail: Other goods",4633118.21,53883
"2020-02-19","Northwestern","Transport services",159238.51,11583
"2020-02-19","Ticino","Accommodation",159574.7,994
"2020-02-19","Ticino","Food and beverage services",336629.33,9469
"2020-02-19","Ticino","Other",668209.46,2824
"2020-02-19","Ticino","Retail: Food, beverage, tobacco",1009407.69,30398
"2020-02-19","Ticino","Retail: Fuel stations",701944.700000001,16196
"2020-02-19","Ticino","Retail: Other goods",1582184.21,14106
"2020-02-19","Ticino","Transport services",20790.92,1931
"2020-02-19","Zurich","Accommodation",984987.01,6360
"2020-02-19","Zurich","Food and beverage services",3374022.48,133674
"2020-02-19","Zurich","Other",2354772.14,20105
"2020-02-19","Zurich","Retail: Food, beverage, tobacco",7998352.19999999,330771
"2020-02-19","Zurich","Retail: Fuel stations",1336305.37,35630
"2020-02-19","Zurich","Retail: Other goods",7913924.55,87273
"2020-02-19","Zurich","Transport services",283550.08,14285
"2020-02-20","9999","Food and beverage services",6386.8,562
"2020-02-20","9999","Retail: Food, beverage, tobacco",1191.4,38
"2020-02-20","9999","Retail: Fuel stations",22147.93,617
"2020-02-20","9999","Retail: Other goods",3974.75,29
"2020-02-20","Central","Accommodation",848615.48,5785
"2020-02-20","Central","Food and beverage services",919007.61,24204
"2020-02-20","Central","Other",721233.13,5626
"2020-02-20","Central","Retail: Food, beverage, tobacco",3516083.96,108082
"2020-02-20","Central","Retail: Fuel stations",972429.61,23652
"2020-02-20","Central","Retail: Other goods",2731305.47,31273
"2020-02-20","Central","Transport services",287986.57,7987
"2020-02-20","Eastern","Accommodation",2209836.27,8142
"2020-02-20","Eastern","Food and beverage services",1517757.49,35852
"2020-02-20","Eastern","Other",1292367.75,10054
"2020-02-20","Eastern","Retail: Food, beverage, tobacco",5595906.35000001,146915
"2020-02-20","Eastern","Retail: Fuel stations",1586296.08,37091
"2020-02-20","Eastern","Retail: Other goods",5204446.99,51819
"2020-02-20","Eastern","Transport services",1068796.48,16158
"2020-02-20","Espace Mittelland","Accommodation",1312580.92,7679
"2020-02-20","Espace Mittelland","Food and beverage services",1777294.52,47728
"2020-02-20","Espace Mittelland","Other",1641925.36,13662
"2020-02-20","Espace Mittelland","Retail: Food, beverage, tobacco",8365058.78,270743
"2020-02-20","Espace Mittelland","Retail: Fuel stations",2348161.02,56581
"2020-02-20","Espace Mittelland","Retail: Other goods",7233325.59,83929
"2020-02-20","Espace Mittelland","Transport services",465632.9,13587
"2020-02-20","Lake Geneva","Accommodation",2665094.2,12609
"2020-02-20","Lake Geneva","Food and beverage services",4359010.8,109241
"2020-02-20","Lake Geneva","Other",3186579.56,22248
"2020-02-20","Lake Geneva","Retail: Food, beverage, tobacco",9053847.36999999,266654
"2020-02-20","Lake Geneva","Retail: Fuel stations",2284932.04,60073
"2020-02-20","Lake Geneva","Retail: Other goods",9724844.73,98459
"2020-02-20","Lake Geneva","Transport services",1757348.43,44508
"2020-02-20","Northwestern","Accommodation",487836.26,3062
"2020-02-20","Northwestern","Food and beverage services",990115.5,32072
"2020-02-20","Northwestern","Other",1453329.13,14091
"2020-02-20","Northwestern","Retail: Food, beverage, tobacco",4868401.35,160459
"2020-02-20","Northwestern","Retail: Fuel stations",1395676.06,35576
"2020-02-20","Northwestern","Retail: Other goods",4507875.46,51374
"2020-02-20","Northwestern","Transport services",145687.06,11474
"2020-02-20","Ticino","Accommodation",192960.89,1051
"2020-02-20","Ticino","Food and beverage services",362660.52,10348
"2020-02-20","Ticino","Other",617975.51,2926
"2020-02-20","Ticino","Retail: Food, beverage, tobacco",1086833.8,32149
"2020-02-20","Ticino","Retail: Fuel stations",720981.93,16666
"2020-02-20","Ticino","Retail: Other goods",1581364.54,15081
"2020-02-20","Ticino","Transport services",35524.61,1954
"2020-02-20","Zurich","Accommodation",1068773.98,6504
"2020-02-20","Zurich","Food and beverage services",3717554.66,140894
"2020-02-20","Zurich","Other",2341865.7,20612
"2020-02-20","Zurich","Retail: Food, beverage, tobacco",8185379.23,339120
"2020-02-20","Zurich","Retail: Fuel stations",1386112.09,37653
"2020-02-20","Zurich","Retail: Other goods",8009336.86,87211
"2020-02-20","Zurich","Transport services",347971.96,14883
"2020-02-21","9999","Food and beverage services",4992.35,469
"2020-02-21","9999","Retail: Food, beverage, tobacco",1382,47
"2020-02-21","9999","Retail: Fuel stations",25505.16,653
"2020-02-21","9999","Retail: Other goods",10154.9,40
"2020-02-21","Central","Accommodation",1100690.38,5830
"2020-02-21","Central","Food and beverage services",1027853.19,24578
"2020-02-21","Central","Other",1114664.5,8719
"2020-02-21","Central","Retail: Food, beverage, tobacco",6448779.09999999,139931
"2020-02-21","Central","Retail: Fuel stations",1151307.42,26538
"2020-02-21","Central","Retail: Other goods",4561440.67,47577
"2020-02-21","Central","Transport services",252291.27,7659
"2020-02-21","Eastern","Accommodation",4534406.91,10817
"2020-02-21","Eastern","Food and beverage services",1925363.38,39285
"2020-02-21","Eastern","Other",1718577.47,12536
"2020-02-21","Eastern","Retail: Food, beverage, tobacco",8208933.37,175726
"2020-02-21","Eastern","Retail: Fuel stations",1855910.39,42916
"2020-02-21","Eastern","Retail: Other goods",6400304.7,61807
"2020-02-21","Eastern","Transport services",1192402.35,15652
"2020-02-21","Espace Mittelland","Accommodation",2118532.48,8742
"2020-02-21","Espace Mittelland","Food and beverage services",2233316.27,52573
"2020-02-21","Espace Mittelland","Other",1929944.93,16161
"2020-02-21","Espace Mittelland","Retail: Food, beverage, tobacco",12729052.78,318130
"2020-02-21","Espace Mittelland","Retail: Fuel stations",2682801.32,63095
"2020-02-21","Espace Mittelland","Retail: Other goods",8660199.87,98630
"2020-02-21","Espace Mittelland","Transport services",441385.71,13228
"2020-02-21","Lake Geneva","Accommodation",3928882.53,14791
"2020-02-21","Lake Geneva","Food and beverage services",5125384.84,120832
"2020-02-21","Lake Geneva","Other",3769003.09,26139
"2020-02-21","Lake Geneva","Retail: Food, beverage, tobacco",12468523.91,305553
"2020-02-21","Lake Geneva","Retail: Fuel stations",2628267.48,66643
"2020-02-21","Lake Geneva","Retail: Other goods",11312647.83,113596
"2020-02-21","Lake Geneva","Transport services",1558874.81,43226
"2020-02-21","Northwestern","Accommodation",569522.13,3185
"2020-02-21","Northwestern","Food and beverage services",1249386.16,34654
"2020-02-21","Northwestern","Other",1710923.99,17111
"2020-02-21","Northwestern","Retail: Food, beverage, tobacco",7180828.01,185804
"2020-02-21","Northwestern","Retail: Fuel stations",1594578.97,39514
"2020-02-21","Northwestern","Retail: Other goods",5632687.94,60757
"2020-02-21","Northwestern","Transport services",146771.22,12187
"2020-02-21","Ticino","Accommodation",207603.2,1165
"2020-02-21","Ticino","Food and beverage services",410453.83,10844
"2020-02-21","Ticino","Other",739256.04,3179
"2020-02-21","Ticino","Retail: Food, beverage, tobacco",1297593.65,33906
"2020-02-21","Ticino","Retail: Fuel stations",895651.32,19702
"2020-02-21","Ticino","Retail: Other goods",1510819.1,14771
"2020-02-21","Ticino","Transport services",29104.3,1827
"2020-02-21","Zurich","Accommodation",1136406.54,6708
"2020-02-21","Zurich","Food and beverage services",4481757.02,146159
"2020-02-21","Zurich","Other",2780809.51,23876
"2020-02-21","Zurich","Retail: Food, beverage, tobacco",11455864.22,374056
"2020-02-21","Zurich","Retail: Fuel stations",1575403.5,41732
"2020-02-21","Zurich","Retail: Other goods",9595565.52999999,100975
"2020-02-21","Zurich","Transport services",293557.03,15666
"2020-02-22","9999","Food and beverage services",4460.6,130
"2020-02-22","9999","Retail: Food, beverage, tobacco",2200.95,51
"2020-02-22","9999","Retail: Fuel stations",25705.46,641
"2020-02-22","9999","Retail: Other goods",2694.9,25
"2020-02-22","Central","Accommodation",1168580.6,8504
"2020-02-22","Central","Food and beverage services",1126558.87,21317
"2020-02-22","Central","Other",917933.55,7695
"2020-02-22","Central","Retail: Food, beverage, tobacco",6625471.14,134996
"2020-02-22","Central","Retail: Fuel stations",1135171.34,25794
"2020-02-22","Central","Retail: Other goods",5206506.1,50824
"2020-02-22","Central","Transport services",652212.96,12671
"2020-02-22","Eastern","Accommodation",5582763.67,13452
"2020-02-22","Eastern","Food and beverage services",2295433.59,39815
"2020-02-22","Eastern","Other",1661934.01,12428
"2020-02-22","Eastern","Retail: Food, beverage, tobacco",9746131.89,186435
"2020-02-22","Eastern","Retail: Fuel stations",1947314.93,44266
"2020-02-22","Eastern","Retail: Other goods",7954481.04,76465
"2020-02-22","Eastern","Transport services",2770219.23,26862
"2020-02-22","Espace Mittelland","Accommodation",2141105.72,9310
"2020-02-22","Espace Mittelland","Food and beverage services",2399299.46,45226
"2020-02-22","Espace Mittelland","Other",1551082.45,14561
"2020-02-22","Espace Mittelland","Retail: Food, beverage, tobacco",14348997.39,305720
"2020-02-22","Espace Mittelland","Retail: Fuel stations",2731409.23,63064
"2020-02-22","Espace Mittelland","Retail: Other goods",11135217.41,120696
"2020-02-22","Espace Mittelland","Transport services",971961.13,17007
"2020-02-22","Lake Geneva","Accommodation",4755031.87,16401
"2020-02-22","Lake Geneva","Food and beverage services",4916327.08,88571
"2020-02-22","Lake Geneva","Other",2523086.5,25177
"2020-02-22","Lake Geneva","Retail: Food, beverage, tobacco",15592008.67,309646
"2020-02-22","Lake Geneva","Retail: Fuel stations",2631364.57,63415
"2020-02-22","Lake Geneva","Retail: Other goods",15051331.83,143972
"2020-02-22","Lake Geneva","Transport services",3562071.75,47523
"2020-02-22","Northwestern","Accommodation",365228.84,2348
"2020-02-22","Northwestern","Food and beverage services",1234292.05,25382
"2020-02-22","Northwestern","Other",1455023.14,16650
"2020-02-22","Northwestern","Retail: Food, beverage, tobacco",9242783.76,190319
"2020-02-22","Northwestern","Retail: Fuel stations",1582947.75,37468
"2020-02-22","Northwestern","Retail: Other goods",8672445.65,84729
"2020-02-22","Northwestern","Transport services",125850.36,11993
"2020-02-22","Ticino","Accommodation",188012.81,1218
"2020-02-22","Ticino","Food and beverage services",429526.69,7461
"2020-02-22","Ticino","Other",451904.36,2901
"2020-02-22","Ticino","Retail: Food, beverage, tobacco",1807427.08,37156
"2020-02-22","Ticino","Retail: Fuel stations",757414.18,16532
"2020-02-22","Ticino","Retail: Other goods",2224675.8,20612
"2020-02-22","Ticino","Transport services",39008.35,1763
"2020-02-22","Zurich","Accommodation",848594.21,6001
"2020-02-22","Zurich","Food and beverage services",4136018.04,92920
"2020-02-22","Zurich","Other",2313812.19,23356
"2020-02-22","Zurich","Retail: Food, beverage, tobacco",15865339.39,373084
"2020-02-22","Zurich","Retail: Fuel stations",1624650.72,40298
"2020-02-22","Zurich","Retail: Other goods",14455224.55,133864
"2020-02-22","Zurich","Transport services",251618.52,16132
"2020-02-23","9999","Food and beverage services",2396.9,97
"2020-02-23","9999","Retail: Food, beverage, tobacco",442.35,19
"2020-02-23","9999","Retail: Fuel stations",24211.99,733
"2020-02-23","9999","Retail: Other goods",6554.2,52
"2020-02-23","Central","Accommodation",1308247.37,5952
"2020-02-23","Central","Food and beverage services",664712.61,12117
"2020-02-23","Central","Other",345718.2,3993
"2020-02-23","Central","Retail: Food, beverage, tobacco",471158.97,23227
"2020-02-23","Central","Retail: Fuel stations",940175.18,24699
"2020-02-23","Central","Retail: Other goods",319226.64,3089
"2020-02-23","Central","Transport services",372074.95,6513
"2020-02-23","Eastern","Accommodation",4289712.49,11146
"2020-02-23","Eastern","Food and beverage services",1400137.07,23388
"2020-02-23","Eastern","Other",1019504.83,7719
"2020-02-23","Eastern","Retail: Food, beverage, tobacco",1014550.19,33734
"2020-02-23","Eastern","Retail: Fuel stations",1492080.38,37379
"2020-02-23","Eastern","Retail: Other goods",1446105.09,10296
"2020-02-23","Eastern","Transport services",2052145.76,14927
"2020-02-23","Espace Mittelland","Accommodation",1789021.96,7168
"2020-02-23","Espace Mittelland","Food and beverage services",1392965.76,24150
"2020-02-23","Espace Mittelland","Other",477917.17,7024
"2020-02-23","Espace Mittelland","Retail: Food, beverage, tobacco",1139673.19,63554
"2020-02-23","Espace Mittelland","Retail: Fuel stations",2154687.58,56677
"2020-02-23","Espace Mittelland","Retail: Other goods",907789.98,6932
"2020-02-23","Espace Mittelland","Transport services",804089.08,8815
"2020-02-23","Lake Geneva","Accommodation",3478133.27,13691
"2020-02-23","Lake Geneva","Food and beverage services",3215905.74,59875
"2020-02-23","Lake Geneva","Other",1048065.52,12849
"2020-02-23","Lake Geneva","Retail: Food, beverage, tobacco",1832195.51,63853
"2020-02-23","Lake Geneva","Retail: Fuel stations",2333455.02,63440
"2020-02-23","Lake Geneva","Retail: Other goods",1907363.35,17182
"2020-02-23","Lake Geneva","Transport services",3554068.34,31624
"2020-02-23","Northwestern","Accommodation",300363.14,1927
"2020-02-23","Northwestern","Food and beverage services",708690.48,15151
"2020-02-23","Northwestern","Other",478892.42,9672
"2020-02-23","Northwestern","Retail: Food, beverage, tobacco",601055.04,29716
"2020-02-23","Northwestern","Retail: Fuel stations",1218772.24,33083
"2020-02-23","Northwestern","Retail: Other goods",116913.11,2346
"2020-02-23","Northwestern","Transport services",80398.4,5896
"2020-02-23","Ticino","Accommodation",256363.87,1350
"2020-02-23","Ticino","Food and beverage services",293912.32,5199
"2020-02-23","Ticino","Other",175130.62,1427
"2020-02-23","Ticino","Retail: Food, beverage, tobacco",60468.55,3389
"2020-02-23","Ticino","Retail: Fuel stations",648208.88,15692
"2020-02-23","Ticino","Retail: Other goods",495276.93,3181
"2020-02-23","Ticino","Transport services",46335.09,1460
"2020-02-23","Zurich","Accommodation",816524.33,4617
"2020-02-23","Zurich","Food and beverage services",2512779.02,61327
"2020-02-23","Zurich","Other",748835.98,12028
"2020-02-23","Zurich","Retail: Food, beverage, tobacco",1455467.04,79683
"2020-02-23","Zurich","Retail: Fuel stations",1435721.7,42710
"2020-02-23","Zurich","Retail: Other goods",961246.980000001,17331
"2020-02-23","Zurich","Transport services",186040.61,10749
"2020-02-24","9999","Food and beverage services",4652.75,479
"2020-02-24","9999","Retail: Food, beverage, tobacco",1467,40
"2020-02-24","9999","Retail: Fuel stations",19147.31,527
"2020-02-24","9999","Retail: Other goods",3495.1,36
"2020-02-24","Central","Accommodation",676790.46,5510
"2020-02-24","Central","Food and beverage services",720785.14,19196
"2020-02-24","Central","Other",638087.96,4980
"2020-02-24","Central","Retail: Food, beverage, tobacco",4348362.41,116288
"2020-02-24","Central","Retail: Fuel stations",920741.18,22535
