"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2020-02-23","All","Food and beverage services",10340237.21,204156
"2020-02-23","All","Human health services",295423.05,3026
"2020-02-23","All","Motor vehicles",96504.76,1979
"2020-02-23","All","Other",653910.61,6754
"2020-02-23","All","Personal services",439003.29,4820
"2020-02-23","All","Professional services",3167818.3,27790
"2020-02-23","All","Retail: Fuel stations",10248354,274469
"2020-02-23","All","Transport services",10346752.2,230287
"2020-02-23","E-comm","Retail: Food, beverage, tobacco",619944.000000001,4949
"2020-02-23","E-comm","Retail: Other goods",4367200.13,27329
"2020-02-23","POS","Retail: Food, beverage, tobacco",6575010.84,297175
"2020-02-23","POS","Retail: Other goods",6160476.28,60409
"2020-02-24","All","Accommodation",7922090.54999998,38628
"2020-02-24","All","Entertainment and sports",2718913.05,26709
"2020-02-24","All","Food and beverage services",9656854.39,340964
"2020-02-24","All","Human health services",2144789.7,11572
"2020-02-24","All","Motor vehicles",1099569.45,5559
"2020-02-24","All","Other",1635471.11,10436
"2020-02-24","All","Personal services",1270597.1,13890
"2020-02-24","All","Professional services",6560221.36999999,54353
"2020-02-24","All","Retail: Fuel stations",10042290,253030
"2020-02-24","All","Transport services",7977307.44,264757
"2020-02-24","E-comm","Retail: Food, beverage, tobacco",1413276.22,9727
"2020-02-24","E-comm","Retail: Other goods",5844090.24,36264
"2020-02-24","POS","Retail: Food, beverage, tobacco",46994884.2500001,1418798
"2020-02-24","POS","Retail: Other goods",37387491.14,421739
"2020-02-25","All","Accommodation",8004296.16000001,38884
"2020-02-25","All","Entertainment and sports",2862355.3,32739
"2020-02-25","All","Food and beverage services",11330031.07,376368
"2020-02-25","All","Human health services",2808093.28,13496
"2020-02-25","All","Motor vehicles",1393165.89,5386
"2020-02-25","All","Other",3892272.49,11808
"2020-02-25","All","Personal services",2399658.43,23777
"2020-02-25","All","Professional services",6843410.22999999,51403
"2020-02-25","All","Retail: Fuel stations",10995747.15,265574
"2020-02-25","All","Transport services",6040253.81,258986
"2020-02-25","E-comm","Retail: Food, beverage, tobacco",1540998.99,10014
"2020-02-25","E-comm","Retail: Other goods",5825083.03,35153
"2020-02-25","POS","Retail: Food, beverage, tobacco",51733576.52,1449946
"2020-02-25","POS","Retail: Other goods",43501671.72,465609
"2020-02-26","All","Accommodation",8343341.44999999,39497
"2020-02-26","All","Entertainment and sports",11998342.22,60019
"2020-02-26","All","Food and beverage services",11663872.34,377350
"2020-02-26","All","Human health services",2837342.8,13603
"2020-02-26","All","Motor vehicles",1498596.03,5039
"2020-02-26","All","Other",2819215.28,12862
"2020-02-26","All","Personal services",2596337.21,25337
"2020-02-26","All","Professional services",6563775.05999999,51192
"2020-02-26","All","Retail: Fuel stations",11087591.46,266796
"2020-02-26","All","Transport services",5200231.4,258463
"2020-02-26","E-comm","Retail: Food, beverage, tobacco",1443291.69,9734
"2020-02-26","E-comm","Retail: Other goods",5872306.40000001,33866
"2020-02-26","POS","Retail: Food, beverage, tobacco",54636154.8699999,1458085
"2020-02-26","POS","Retail: Other goods",45370658.7800001,485869
"2020-02-27","All","Accommodation",9447587.61999999,43305
"2020-02-27","All","Entertainment and sports",3550021.35,37354
"2020-02-27","All","Food and beverage services",13035696.54,405633
"2020-02-27","All","Human health services",2796115.55,13496
"2020-02-27","All","Motor vehicles",1401230.67,4949
"2020-02-27","All","Other",2843236.73,11525
"2020-02-27","All","Personal services",2887636.12,27018
"2020-02-27","All","Professional services",6348450.16,49511
"2020-02-27","All","Retail: Fuel stations",11263520.65,272074
"2020-02-27","All","Transport services",6203132.27,276444
"2020-02-27","E-comm","Retail: Food, beverage, tobacco",1397529.91,9602
"2020-02-27","E-comm","Retail: Other goods",5481964.75000001,38702
"2020-02-27","POS","Retail: Food, beverage, tobacco",55084798.28,1465483
"2020-02-27","POS","Retail: Other goods",45834825.18,479484
"2020-02-28","All","9999",49,1
"2020-02-28","All","Accommodation",14018743.25,53194
"2020-02-28","All","Entertainment and sports",2716419.09,35429
"2020-02-28","All","Food and beverage services",16719446.61,442249
"2020-02-28","All","Human health services",3179218.14,13565
"2020-02-28","All","Motor vehicles",1822824.31,7660
"2020-02-28","All","Other",2951479.29,11428
"2020-02-28","All","Personal services",3402524.46,32655
"2020-02-28","All","Professional services",7402458.74999999,60954
"2020-02-28","All","Retail: Fuel stations",13520808.24,323730
"2020-02-28","All","Transport services",7574617.66,300155
"2020-02-28","E-comm","Retail: Food, beverage, tobacco",1436441.26,9486
"2020-02-28","E-comm","Retail: Other goods",4809606.08000001,26663
"2020-02-28","POS","Retail: Food, beverage, tobacco",80650817.5800001,1756732
"2020-02-28","POS","Retail: Other goods",55129059.0899999,571361
"2020-02-29","All","Accommodation",13868821.4,51550
"2020-02-29","All","Entertainment and sports",3023877.99,49013
"2020-02-29","All","Food and beverage services",15825830.69,307807
"2020-02-29","All","Human health services",2195566.64,8421
"2020-02-29","All","Motor vehicles",936278.15,6139
"2020-02-29","All","Other",1285992.55,9241
"2020-02-29","All","Personal services",3196110.48,31520
"2020-02-29","All","Professional services",3992519.42,44050
"2020-02-29","All","Retail: Fuel stations",12424839.2,287228
"2020-02-29","All","Transport services",7250711.58000001,267823
"2020-02-29","E-comm","Retail: Food, beverage, tobacco",872202.409999999,7048
"2020-02-29","E-comm","Retail: Other goods",3749254.29,23116
"2020-02-29","POS","Retail: Food, beverage, tobacco",93184321.7200002,1734266
"2020-02-29","POS","Retail: Other goods",79264728.7999999,768706
"2020-03-01","All","Accommodation",11127725.14,45686
"2020-03-01","All","Entertainment and sports",2821169.83,43562
"2020-03-01","All","Food and beverage services",10061593.57,210629
"2020-03-01","All","Human health services",347965.05,3277
"2020-03-01","All","Motor vehicles",62729.45,2057
"2020-03-01","All","Other",870247.989999999,6774
"2020-03-01","All","Personal services",474907.95,4753
"2020-03-01","All","Professional services",2735571.69,30718
"2020-03-01","All","Retail: Fuel stations",10841452.1,293072
"2020-03-01","All","Transport services",7412394.12999999,196413
"2020-03-01","E-comm","Retail: Food, beverage, tobacco",549030.9,4685
"2020-03-01","E-comm","Retail: Other goods",5307511.30000001,33188
"2020-03-01","POS","Retail: Food, beverage, tobacco",6084727.82999999,294038
"2020-03-01","POS","Retail: Other goods",5088814.9,55998
"2020-03-02","All","Accommodation",6027213.69999999,27207
"2020-03-02","All","Entertainment and sports",3033424.05,28299
"2020-03-02","All","Food and beverage services",7863187.08,311505
"2020-03-02","All","Human health services",2114895.24,11599
"2020-03-02","All","Motor vehicles",1104659.64,4584
"2020-03-02","All","Other",2149298.93,10574
"2020-03-02","All","Personal services",1368568.95,14120
"2020-03-02","All","Professional services",6700777.61,54635
"2020-03-02","All","Retail: Fuel stations",10067104.35,250529
"2020-03-02","All","Transport services",5420074.36,223779
"2020-03-02","E-comm","Retail: Food, beverage, tobacco",1336916.8,9741
"2020-03-02","E-comm","Retail: Other goods",6482616.56000001,41877
"2020-03-02","POS","Retail: Food, beverage, tobacco",48722065.72,1434293
"2020-03-02","POS","Retail: Other goods",39979068.85,436858
"2020-03-03","All","Accommodation",5404352.09999999,29904
"2020-03-03","All","Entertainment and sports",2402904.62,26029
"2020-03-03","All","Food and beverage services",9737181.24000002,349408
"2020-03-03","All","Human health services",2706964.49,13381
"2020-03-03","All","Motor vehicles",1416859.17,5392
"2020-03-03","All","Other",1799343.65,9901
"2020-03-03","All","Personal services",2331274.39,22790
"2020-03-03","All","Professional services",6185598.27,51500
"2020-03-03","All","Retail: Fuel stations",10318519.16,261319
"2020-03-03","All","Transport services",5128509.2,230390
"2020-03-03","E-comm","Retail: Food, beverage, tobacco",1253570.44,9093
"2020-03-03","E-comm","Retail: Other goods",6338524.60999999,38045
"2020-03-03","POS","Retail: Food, beverage, tobacco",44077179.54,1406014
"2020-03-03","POS","Retail: Other goods",40565328.06,438200
"2020-03-04","All","Accommodation",6049009.38,32964
"2020-03-04","All","Entertainment and sports",4915909.88,34096
"2020-03-04","All","Food and beverage services",10855838.06,365153
"2020-03-04","All","Human health services",2862127.46,13259
"2020-03-04","All","Motor vehicles",1568817.32,5981
"2020-03-04","All","Other",1735584.33,9953
"2020-03-04","All","Personal services",2485189.49,23942
"2020-03-04","All","Professional services",6129767.7,50155
"2020-03-04","All","Retail: Fuel stations",10779065.07,273309
"2020-03-04","All","Transport services",5883838.78,240507
"2020-03-04","E-comm","Retail: Food, beverage, tobacco",1322304.5,9434
"2020-03-04","E-comm","Retail: Other goods",5906155.82,36301
"2020-03-04","POS","Retail: Food, beverage, tobacco",44774816.3000001,1408388
"2020-03-04","POS","Retail: Other goods",42853368.93,471470
"2020-03-05","All","Accommodation",6767215.29,33693
"2020-03-05","All","Entertainment and sports",2383893,27380
"2020-03-05","All","Food and beverage services",11375788.35,378714
"2020-03-05","All","Human health services",2651859.06,12896
"2020-03-05","All","Motor vehicles",1384508.45,4599
"2020-03-05","All","Other",1732376.57,10083
"2020-03-05","All","Personal services",2746213.07,25570
"2020-03-05","All","Professional services",5988418.71,48762
"2020-03-05","All","Retail: Fuel stations",10509433.77,263669
"2020-03-05","All","Transport services",4542864.85,242542
"2020-03-05","E-comm","Retail: Food, beverage, tobacco",1358381.14,9966
"2020-03-05","E-comm","Retail: Other goods",6136278.06000001,42141
"2020-03-05","POS","Retail: Food, beverage, tobacco",46982550.41,1388295
"2020-03-05","POS","Retail: Other goods",41227854.08,438158
"2020-03-06","All","Accommodation",9105091.02000001,42127
"2020-03-06","All","Entertainment and sports",2406225.07,31816
"2020-03-06","All","Food and beverage services",15284769.1,418027
"2020-03-06","All","Human health services",3140900.98,13034
"2020-03-06","All","Motor vehicles",1648576.74,5985
"2020-03-06","All","Other",1890011.54,10294
"2020-03-06","All","Personal services",3276299.59,31458
"2020-03-06","All","Professional services",6715318.48,52282
"2020-03-06","All","Retail: Fuel stations",12444195.5,305442
"2020-03-06","All","Transport services",5925711.84,268095
"2020-03-06","E-comm","Retail: Food, beverage, tobacco",1221417.87,9063
"2020-03-06","E-comm","Retail: Other goods",4736696.59999999,28620
"2020-03-06","POS","Retail: Food, beverage, tobacco",66932611.73,1653826
"2020-03-06","POS","Retail: Other goods",51339765.81,541905
"2020-03-07","All","Accommodation",9604012.47000001,47469
"2020-03-07","All","Entertainment and sports",2779135.53,46352
"2020-03-07","All","Food and beverage services",15785704.4,312129
"2020-03-07","All","Human health services",2254071.43,8194
"2020-03-07","All","Motor vehicles",1035874.4,5790
"2020-03-07","All","Other",1112199.69,9824
"2020-03-07","All","Personal services",3134001.42,30928
"2020-03-07","All","Professional services",3579877.65,39641
"2020-03-07","All","Retail: Fuel stations",12001910.93,283896
"2020-03-07","All","Transport services",6731397.55,259787
"2020-03-07","E-comm","Retail: Food, beverage, tobacco",787863.16,6809
"2020-03-07","E-comm","Retail: Other goods",3986739.29,24659
"2020-03-07","POS","Retail: Food, beverage, tobacco",83327879.7200001,1694496
"2020-03-07","POS","Retail: Other goods",80059477.2099999,777901
"2020-03-08","All","Accommodation",9856152.44,46516
"2020-03-08","All","Entertainment and sports",2250757.13,36809
"2020-03-08","All","Food and beverage services",10293405.15,216245
"2020-03-08","All","Human health services",225524.22,2451
"2020-03-08","All","Motor vehicles",94451.02,2307
"2020-03-08","All","Other",604046.73,6297
"2020-03-08","All","Personal services",455327.08,4396
"2020-03-08","All","Professional services",2171638.35,25642
"2020-03-08","All","Retail: Fuel stations",11286070.92,309549
"2020-03-08","All","Transport services",7617339.99000001,213526
"2020-03-08","E-comm","Retail: Food, beverage, tobacco",566975.8,4917
"2020-03-08","E-comm","Retail: Other goods",5264608.28000001,30981
"2020-03-08","POS","Retail: Food, beverage, tobacco",5959751.23,295540
"2020-03-08","POS","Retail: Other goods",4350637.95,53381
"2020-03-09","All","Accommodation",5101906.47,25198
"2020-03-09","All","Entertainment and sports",5037740.3,29753
"2020-03-09","All","Food and beverage services",7319508.60999999,303279
"2020-03-09","All","Human health services",2114687.72,11412
"2020-03-09","All","Motor vehicles",1137880.55,4537
"2020-03-09","All","Other",1569085.04,9615
"2020-03-09","All","Personal services",1279668.02,13706
"2020-03-09","All","Professional services",7518967.05,64412
"2020-03-09","All","Retail: Fuel stations",9777636.66999999,251639
"2020-03-09","All","Transport services",4451413.9,211205
"2020-03-09","E-comm","Retail: Food, beverage, tobacco",1343236.17,10004
"2020-03-09","E-comm","Retail: Other goods",6651404.92,42205
"2020-03-09","POS","Retail: Food, beverage, tobacco",47379998.51,1447303
"2020-03-09","POS","Retail: Other goods",36415515.13,423225
"2020-03-10","All","Accommodation",4477592.62,25960
"2020-03-10","All","Entertainment and sports",2251162.99,23421
"2020-03-10","All","Food and beverage services",8551463.21,325000
"2020-03-10","All","Human health services",2569394.91,12536
"2020-03-10","All","Motor vehicles",1360327.08,4410
"2020-03-10","All","Other",1643584.39,10028
"2020-03-10","All","Personal services",2341912.55,22324
"2020-03-10","All","Professional services",5825455.48,51241
"2020-03-10","All","Retail: Fuel stations",9875001.59,253375
"2020-03-10","All","Transport services",6471369.58,216478
"2020-03-10","E-comm","Retail: Food, beverage, tobacco",1452379.01,10452
"2020-03-10","E-comm","Retail: Other goods",6534297.76000001,38583
"2020-03-10","POS","Retail: Food, beverage, tobacco",47645868.9399999,1393586
"2020-03-10","POS","Retail: Other goods",36557751.4100001,409257
"2020-03-11","All","Accommodation",5049065.04999999,29086
"2020-03-11","All","Entertainment and sports",2433661.32,25124
"2020-03-11","All","Food and beverage services",9862697.21,341839
"2020-03-11","All","Human health services",2823678.75,12679
"2020-03-11","All","Motor vehicles",1620672.7,6108
"2020-03-11","All","Other",1205291.5,9299
"2020-03-11","All","Personal services",2397156.59,23046
"2020-03-11","All","Professional services",5341424.13,47228
"2020-03-11","All","Retail: Fuel stations",10689567.98,278594
"2020-03-11","All","Transport services",6103360.8,220265
"2020-03-11","E-comm","Retail: Food, beverage, tobacco",1420317.15,9994
"2020-03-11","E-comm","Retail: Other goods",6291423.6,39367
"2020-03-11","POS","Retail: Food, beverage, tobacco",49215410.2199999,1455635
"2020-03-11","POS","Retail: Other goods",40755217.6200001,464486
"2020-03-12","All","Accommodation",5520746.61000001,30239
"2020-03-12","All","Entertainment and sports",1525755.1,18940
"2020-03-12","All","Food and beverage services",10237149.33,345410
"2020-03-12","All","Human health services",2729486.09,12193
"2020-03-12","All","Motor vehicles",1546662.04,6270
"2020-03-12","All","Other",1080203.52,7989
"2020-03-12","All","Personal services",2633008.86,24751
"2020-03-12","All","Professional services",4936412.25,42744
"2020-03-12","All","Retail: Fuel stations",10697120.56,280777
"2020-03-12","All","Transport services",4813898.03,209371
"2020-03-12","E-comm","Retail: Food, beverage, tobacco",1461917.97,10003
"2020-03-12","E-comm","Retail: Other goods",6390481.43,45046
"2020-03-12","POS","Retail: Food, beverage, tobacco",62829508.41,1566025
"2020-03-12","POS","Retail: Other goods",41970645.48,474392
"2020-03-13","All","Accommodation",7170665.2,32647
"2020-03-13","All","Entertainment and sports",1387767.35,19099
"2020-03-13","All","Food and beverage services",11905531.32,343475
"2020-03-13","All","Human health services",2866705.09,11878
"2020-03-13","All","Motor vehicles",2000712.57,7683
"2020-03-13","All","Other",1360833.48,9925
"2020-03-13","All","Personal services",2960364.59,28374
"2020-03-13","All","Professional services",4801060.17,42802
"2020-03-13","All","Retail: Fuel stations",13393020.57,329919
"2020-03-13","All","Transport services",4064590.22,197224
"2020-03-13","E-comm","Retail: Food, beverage, tobacco",1758704.24,11926
"2020-03-13","E-comm","Retail: Other goods",6081545.18,33796
"2020-03-13","POS","Retail: Food, beverage, tobacco",123596002.03,2121427
"2020-03-13","POS","Retail: Other goods",53646594.97,593738
"2020-03-14","All","Accommodation",6946302.44,27850
"2020-03-14","All","Entertainment and sports",1160962.56,16299
"2020-03-14","All","Food and beverage services",8799341.4,171279
"2020-03-14","All","Human health services",2045515.88,6636
"2020-03-14","All","Motor vehicles",1150587.91,6916
"2020-03-14","All","Other",747288.56,8101
"2020-03-14","All","Personal services",2601735.22,24832
"2020-03-14","All","Professional services",2949078.34,30769
"2020-03-14","All","Retail: Fuel stations",11372193.11,277771
"2020-03-14","All","Transport services",3372238.06,148203
"2020-03-14","E-comm","Retail: Food, beverage, tobacco",1227345.79,9302
"2020-03-14","E-comm","Retail: Other goods",5209510.98000001,29708
"2020-03-14","POS","Retail: Food, beverage, tobacco",107937642.64,1904342
"2020-03-14","POS","Retail: Other goods",74727921.5599999,737523
"2020-03-15","All","Accommodation",5329416.78,21851
"2020-03-15","All","Entertainment and sports",767895.7,10882
"2020-03-15","All","Food and beverage services",4866092.74999999,105028
"2020-03-15","All","Human health services",190656.95,1614
"2020-03-15","All","Motor vehicles",84392.25,2612
"2020-03-15","All","Other",519415.03,5352
"2020-03-15","All","Personal services",224569.87,2014
"2020-03-15","All","Professional services",1375857.78,17491
"2020-03-15","All","Retail: Fuel stations",10756109.17,307357
"2020-03-15","All","Transport services",2417844.41,96702
"2020-03-15","E-comm","Retail: Food, beverage, tobacco",1115070.28,7824
"2020-03-15","E-comm","Retail: Other goods",7547281.8,38948
"2020-03-15","POS","Retail: Food, beverage, tobacco",6041469.58,261117
"2020-03-15","POS","Retail: Other goods",2762874.11,32444
"2020-03-16","All","Accommodation",2460167.35,11743
"2020-03-16","All","Entertainment and sports",511692.03,6268
"2020-03-16","All","Food and beverage services",3735240.29999999,136761
"2020-03-16","All","Human health services",2051354.24,10901
"2020-03-16","All","Motor vehicles",1532144.08,7216
"2020-03-16","All","Other",1039817.65,8142
"2020-03-16","All","Personal services",1574888.08,17184
"2020-03-16","All","Professional services",5225087.93,48745
"2020-03-16","All","Retail: Fuel stations",11972866.65,297610
"2020-03-16","All","Transport services",1972417.6,102473
"2020-03-16","E-comm","Retail: Food, beverage, tobacco",2127360.31,15353
"2020-03-16","E-comm","Retail: Other goods",10673445.9,60078
"2020-03-16","POS","Retail: Food, beverage, tobacco",100070786.09,1945128
"2020-03-16","POS","Retail: Other goods",69315188.7699999,711072
"2020-03-17","All","Accommodation",1332995.82,4708
"2020-03-17","All","Entertainment and sports",329501.95,3752
"2020-03-17","All","Food and beverage services",1107850.55,56772
"2020-03-17","All","Human health services",1139460.06,6210
"2020-03-17","All","Motor vehicles",1010111.67,4624
"2020-03-17","All","Other",831468.29,6651
"2020-03-17","All","Personal services",206733.43,2132
"2020-03-17","All","Professional services",3394707.4,29050
"2020-03-17","All","Retail: Fuel stations",8474325.76000001,243600
"2020-03-17","All","Transport services",1249211.45,59088
"2020-03-17","E-comm","Retail: Food, beverage, tobacco",2073537.99,15506
"2020-03-17","E-comm","Retail: Other goods",11855139.43,63799
"2020-03-17","POS","Retail: Food, beverage, tobacco",58247555.88,1378285
"2020-03-17","POS","Retail: Other goods",12521403.44,208618
"2020-03-18","All","Accommodation",1166525.08,3561
"2020-03-18","All","Entertainment and sports",361615.13,4428
"2020-03-18","All","Food and beverage services",1071038.02,52811
"2020-03-18","All","Human health services",1125407.32,5881
"2020-03-18","All","Motor vehicles",1151309.83,4939
"2020-03-18","All","Other",838816.38,6731
"2020-03-18","All","Personal services",92566.6,1138
"2020-03-18","All","Professional services",3445561.79,28922
"2020-03-18","All","Retail: Fuel stations",8160638.59999999,248687
"2020-03-18","All","Transport services",1244561.62,49363
"2020-03-18","E-comm","Retail: Food, beverage, tobacco",2052121.65,14917
"2020-03-18","E-comm","Retail: Other goods",11955587.77,65935
"2020-03-18","POS","Retail: Food, beverage, tobacco",61136706.4,1387151
"2020-03-18","POS","Retail: Other goods",11481588.64,204976
"2020-03-19","All","Accommodation",809451.83,2896
"2020-03-19","All","Entertainment and sports",376895.92,4319
"2020-03-19","All","Food and beverage services",1059285.59,49260
"2020-03-19","All","Human health services",1037736.65,5262
"2020-03-19","All","Motor vehicles",1086448.99,4891
"2020-03-19","All","Other",722250.86,6814
"2020-03-19","All","Personal services",87682.16,942
"2020-03-19","All","Professional services",3038166.07,25871
"2020-03-19","All","Retail: Fuel stations",8385304.99999999,256299
"2020-03-19","All","Transport services",993940.26,43605
"2020-03-19","E-comm","Retail: Food, beverage, tobacco",1993130.76,15166
"2020-03-19","E-comm","Retail: Other goods",12273660.47,75891
"2020-03-19","POS","Retail: Food, beverage, tobacco",67303005.13,1365013
"2020-03-19","POS","Retail: Other goods",11803451.46,206837
"2020-03-20","All","Accommodation",916668.39,3075
"2020-03-20","All","Entertainment and sports",396627.45,4572
"2020-03-20","All","Food and beverage services",1291173.15,51079
"2020-03-20","All","Human health services",1167168.15,5442
"2020-03-20","All","Motor vehicles",1355722.2,5159
"2020-03-20","All","Other",760241.7,7302
"2020-03-20","All","Personal services",92335.82,1062
"2020-03-20","All","Professional services",3057853.11,25190
"2020-03-20","All","Retail: Fuel stations",9057338.17999997,265602
"2020-03-20","All","Transport services",984136.69,41606
"2020-03-20","E-comm","Retail: Food, beverage, tobacco",1983608.27,14927
"2020-03-20","E-comm","Retail: Other goods",10745023.07,63804
"2020-03-20","POS","Retail: Food, beverage, tobacco",99196287.8500001,1672870
"2020-03-20","POS","Retail: Other goods",15105622.68,248843
"2020-03-21","All","Accommodation",553192.84,2042
"2020-03-21","All","Entertainment and sports",411646.6,5473
"2020-03-21","All","Food and beverage services",912792.24,24897
"2020-03-21","All","Human health services",659564.28,2455
"2020-03-21","All","Motor vehicles",308320.24,2596
"2020-03-21","All","Other",640390.19,6760
"2020-03-21","All","Personal services",60441.35,782
"2020-03-21","All","Professional services",1396036.97,15652
"2020-03-21","All","Retail: Fuel stations",6857776.98,201818
"2020-03-21","All","Transport services",716623.85,25319
"2020-03-21","E-comm","Retail: Food, beverage, tobacco",1611409.87,12559
"2020-03-21","E-comm","Retail: Other goods",9848259.89000002,60900
"2020-03-21","POS","Retail: Food, beverage, tobacco",69761494.3199999,1293452
"2020-03-21","POS","Retail: Other goods",9652113.16000001,178534
"2020-03-22","All","Accommodation",314399.07,1196
"2020-03-22","All","Entertainment and sports",396974.65,4824
"2020-03-22","All","Food and beverage services",638534.66,17755
"2020-03-22","All","Human health services",122889.52,1052
"2020-03-22","All","Motor vehicles",40146.99,1118
"2020-03-22","All","Other",462338.82,4475
"2020-03-22","All","Personal services",43096.06,693
"2020-03-22","All","Professional services",1078372.92,14669
"2020-03-22","All","Retail: Fuel stations",5735476.15000001,195308
"2020-03-22","All","Transport services",834136.57,17314
"2020-03-22","E-comm","Retail: Food, beverage, tobacco",1340472.85,10392
"2020-03-22","E-comm","Retail: Other goods",11803825.17,70446
"2020-03-22","POS","Retail: Food, beverage, tobacco",3619986.19,159616
"2020-03-22","POS","Retail: Other goods",296042.16,7528
"2020-03-23","All","9999",94.35,1
"2020-03-23","All","Accommodation",498869.73,1742
"2020-03-23","All","Entertainment and sports",387026.28,4750
"2020-03-23","All","Food and beverage services",819628.36,36923
"2020-03-23","All","Human health services",561228.54,4160
"2020-03-23","All","Motor vehicles",612321.89,3496
"2020-03-23","All","Other",810640.59,7122
"2020-03-23","All","Personal services",85670.64,1194
"2020-03-23","All","Professional services",3391181.33,28770
"2020-03-23","All","Retail: Fuel stations",6314528.21999999,202945
"2020-03-23","All","Transport services",971406.89,31296
"2020-03-23","E-comm","Retail: Food, beverage, tobacco",2197542.55,16392
"2020-03-23","E-comm","Retail: Other goods",13186185.81,83651
"2020-03-23","POS","Retail: Food, beverage, tobacco",55728203.8199999,1204771
"2020-03-23","POS","Retail: Other goods",8932411.3,169654
"2020-03-24","All","Accommodation",400556.47,1864
"2020-03-24","All","Entertainment and sports",931137.56,5435
"2020-03-24","All","Food and beverage services",926524.9,38970
"2020-03-24","All","Human health services",672849.98,4201
"2020-03-24","All","Motor vehicles",817213.08,4181
"2020-03-24","All","Other",786258.52,7392
"2020-03-24","All","Personal services",68486.42,864
"2020-03-24","All","Professional services",3221218.36,26952
"2020-03-24","All","Retail: Fuel stations",6443731.73,205154
"2020-03-24","All","Transport services",941140.84,30147
"2020-03-24","E-comm","Retail: Food, beverage, tobacco",2205601.27,17611
"2020-03-24","E-comm","Retail: Other goods",13353773.42,77201
"2020-03-24","POS","Retail: Food, beverage, tobacco",55910381.4300001,1177075
"2020-03-24","POS","Retail: Other goods",8978438.58,157631
"2020-03-25","All","Accommodation",456247.77,2079
"2020-03-25","All","Entertainment and sports",541223.25,6452
"2020-03-25","All","Food and beverage services",1065499.58,42473
"2020-03-25","All","Human health services",631138.54,4430
"2020-03-25","All","Motor vehicles",953258.62,4456
"2020-03-25","All","Other",1456740.74,9356
"2020-03-25","All","Personal services",67569.72,954
"2020-03-25","All","Professional services",4165375.52,40854
"2020-03-25","All","Retail: Fuel stations",7483213.08999999,226936
"2020-03-25","All","Transport services",1131433.4,31000
"2020-03-25","E-comm","Retail: Food, beverage, tobacco",2365399.2,18669
"2020-03-25","E-comm","Retail: Other goods",14128013.46,86152
"2020-03-25","POS","Retail: Food, beverage, tobacco",59975567.5199999,1231173
"2020-03-25","POS","Retail: Other goods",10711110.08,168998
"2020-03-26","All","Accommodation",520294.31,2059
"2020-03-26","All","Entertainment and sports",533583.41,5876
"2020-03-26","All","Food and beverage services",1125088.46,43396
"2020-03-26","All","Human health services",609283.67,4298
"2020-03-26","All","Motor vehicles",1051663.95,4432
"2020-03-26","All","Other",1270856.35,8577
"2020-03-26","All","Personal services",70040.77,884
"2020-03-26","All","Professional services",3212458.77,27599
"2020-03-26","All","Retail: Fuel stations",7325163.43,226766
"2020-03-26","All","Transport services",1073076.05,30447
"2020-03-26","E-comm","Retail: Food, beverage, tobacco",2419376.65,18957
"2020-03-26","E-comm","Retail: Other goods",13974595.67,94599
"2020-03-26","POS","Retail: Food, beverage, tobacco",63827913.94,1267595
"2020-03-26","POS","Retail: Other goods",11139434.99,170996
"2020-03-27","All","Accommodation",832227.65,2675
"2020-03-27","All","Entertainment and sports",527412.71,5989
"2020-03-27","All","Food and beverage services",1491495.96,50315
"2020-03-27","All","Human health services",635408.14,4227
"2020-03-27","All","Motor vehicles",1227954.66,5329
"2020-03-27","All","Other",1461467.76,9305
"2020-03-27","All","Personal services",90163.07,1111
"2020-03-27","All","Professional services",3239591.82,27517
"2020-03-27","All","Retail: Fuel stations",8512914.75,261299
"2020-03-27","All","Transport services",1111755.54,33531
"2020-03-27","E-comm","Retail: Food, beverage, tobacco",2297661.41,17606
"2020-03-27","E-comm","Retail: Other goods",12514919.75,73848
"2020-03-27","POS","Retail: Food, beverage, tobacco",88174086.1100001,1556827
"2020-03-27","POS","Retail: Other goods",13392462.17,201047
"2020-03-28","All","Accommodation",415905.65,2144
"2020-03-28","All","Entertainment and sports",511670.38,6214
"2020-03-28","All","Food and beverage services",1143966.4,30298
"2020-03-28","All","Human health services",426906.76,2078
"2020-03-28","All","Motor vehicles",406508.73,4110
"2020-03-28","All","Other",931043.26,9071
"2020-03-28","All","Personal services",67024.35,929
"2020-03-28","All","Professional services",2137374.19,26395
"2020-03-28","All","Retail: Fuel stations",8440128.95000001,262139
"2020-03-28","All","Transport services",994433.45,30993
"2020-03-28","E-comm","Retail: Food, beverage, tobacco",1658322.55,13576
"2020-03-28","E-comm","Retail: Other goods",10493216.85,64473
"2020-03-28","POS","Retail: Food, beverage, tobacco",83576813.2899998,1494835
"2020-03-28","POS","Retail: Other goods",11130174.56,182575
"2020-03-29","All","Accommodation",209715.14,989
"2020-03-29","All","Entertainment and sports",429205.52,5017
"2020-03-29","All","Food and beverage services",739418.3,19463
"2020-03-29","All","Human health services",103205.69,1130
"2020-03-29","All","Motor vehicles",43669.16,940
"2020-03-29","All","Other",534733.39,5287
"2020-03-29","All","Personal services",56919.06,807
"2020-03-29","All","Professional services",1388773.45,16501
"2020-03-29","All","Retail: Fuel stations",6195654.16,210090
"2020-03-29","All","Transport services",1360533.09,17440
"2020-03-29","E-comm","Retail: Food, beverage, tobacco",1270245.44,11132
