"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2020-01-02","Debit","Retail: Fuel stations",8051637.18,184792
"2020-01-02","Debit","Retail: Other goods",25851357.37,269881
"2020-01-02","Debit","Transport services",4154890.81,73546
"2020-01-02","Mobile","Accommodation",17004.1,204
"2020-01-02","Mobile","Food and beverage services",68362.96,2163
"2020-01-02","Mobile","Other",340901.55,3457
"2020-01-02","Mobile","Professional services",72679.1,866
"2020-01-02","Mobile","Retail: Food, beverage, tobacco",192501.63,5392
"2020-01-02","Mobile","Retail: Fuel stations",15725.15,556
"2020-01-02","Mobile","Retail: Other goods",3600614.3,6652
"2020-01-02","Mobile","Transport services",487587.25,18182
"2020-01-03","Credit","Accommodation",11248054.62,29486
"2020-01-03","Credit","Food and beverage services",5828649.29,105075
"2020-01-03","Credit","Other",4788342.62,41521
"2020-01-03","Credit","Professional services",4441673.85,30741
"2020-01-03","Credit","Retail: Food, beverage, tobacco",14350066.07,317818
"2020-01-03","Credit","Retail: Fuel stations",3186818.46999999,60927
"2020-01-03","Credit","Retail: Other goods",33156958.7999998,205390
"2020-01-03","Credit","Transport services",5769164.74,169384
"2020-01-03","Debit","Accommodation",3347115.69,20788
"2020-01-03","Debit","Food and beverage services",6446531.93,164306
"2020-01-03","Debit","Other",6550644.6,60340
"2020-01-03","Debit","Professional services",2354085.13,20920
"2020-01-03","Debit","Retail: Food, beverage, tobacco",44681510.92,1004753
"2020-01-03","Debit","Retail: Fuel stations",8330110.37,181271
"2020-01-03","Debit","Retail: Other goods",49021369.3599999,509378
"2020-01-03","Debit","Transport services",2797626.24,66684
"2020-01-03","Mobile","Accommodation",19402.4,223
"2020-01-03","Mobile","Food and beverage services",87497.07,3086
"2020-01-03","Mobile","Other",373780.24,3892
"2020-01-03","Mobile","Professional services",78295.97,1052
"2020-01-03","Mobile","Retail: Food, beverage, tobacco",354927.95,9599
"2020-01-03","Mobile","Retail: Fuel stations",13195.3,507
"2020-01-03","Mobile","Retail: Other goods",2801863.59,7199
"2020-01-03","Mobile","Transport services",476830.4,21440
"2020-01-04","Credit","Accommodation",11037700.13,26807
"2020-01-04","Credit","Food and beverage services",5913920.84,96512
"2020-01-04","Credit","Other",4036937.96,38823
"2020-01-04","Credit","Professional services",2704490.33,22759
"2020-01-04","Credit","Retail: Food, beverage, tobacco",15593944.68,325520
"2020-01-04","Credit","Retail: Fuel stations",3202562.35999999,61746
"2020-01-04","Credit","Retail: Other goods",32137917.1999998,207371
"2020-01-04","Credit","Transport services",4912119.61,155370
"2020-01-04","Debit","Accommodation",3265745.44,18500
"2020-01-04","Debit","Food and beverage services",6689908.15,152456
"2020-01-04","Debit","Other",4913879.28,55008
"2020-01-04","Debit","Professional services",1372286.98,14669
"2020-01-04","Debit","Retail: Food, beverage, tobacco",49755634.4800001,1043426
"2020-01-04","Debit","Retail: Fuel stations",8066311.55,177711
"2020-01-04","Debit","Retail: Other goods",47439371.85,515450
"2020-01-04","Debit","Transport services",2049299.44,56371
"2020-01-04","Mobile","Accommodation",13073.1,154
"2020-01-04","Mobile","Food and beverage services",65426.01,2076
"2020-01-04","Mobile","Other",308152.66,3607
"2020-01-04","Mobile","Professional services",71749.19,878
"2020-01-04","Mobile","Retail: Food, beverage, tobacco",398274.72,9387
"2020-01-04","Mobile","Retail: Fuel stations",15460.18,508
"2020-01-04","Mobile","Retail: Other goods",2295633.57,7469
"2020-01-04","Mobile","Transport services",416051.7,20080
"2020-01-05","Credit","Accommodation",9352981.42000002,23821
"2020-01-05","Credit","Food and beverage services",4051366.91,74282
"2020-01-05","Credit","Other",2536414.49,26542
"2020-01-05","Credit","Professional services",2292833.47,20737
"2020-01-05","Credit","Retail: Food, beverage, tobacco",1921949.05,74953
"2020-01-05","Credit","Retail: Fuel stations",2910379.98999999,63924
"2020-01-05","Credit","Retail: Other goods",8585965.92000002,52409
"2020-01-05","Credit","Transport services",6216714.4,147119
"2020-01-05","Debit","Accommodation",2515583.62,17053
"2020-01-05","Debit","Food and beverage services",4430231.07,105897
"2020-01-05","Debit","Other",1679682.94,28896
"2020-01-05","Debit","Professional services",375174.6,4825
"2020-01-05","Debit","Retail: Food, beverage, tobacco",3730026.5,180000
"2020-01-05","Debit","Retail: Fuel stations",7719218.01,197099
"2020-01-05","Debit","Retail: Other goods",2313179.51,30608
"2020-01-05","Debit","Transport services",2083479.98,43819
"2020-01-05","Mobile","Accommodation",19524.45,150
"2020-01-05","Mobile","Food and beverage services",64540.21,1677
"2020-01-05","Mobile","Other",289503.79,2755
"2020-01-05","Mobile","Professional services",86281.09,914
"2020-01-05","Mobile","Retail: Food, beverage, tobacco",76472.17,2302
"2020-01-05","Mobile","Retail: Fuel stations",15536.07,664
"2020-01-05","Mobile","Retail: Other goods",1011750.49,5700
"2020-01-05","Mobile","Transport services",617272.95,17487
"2020-01-06","Credit","Accommodation",6480900.3,18055
"2020-01-06","Credit","Food and beverage services",3450655.40999999,106524
"2020-01-06","Credit","Other",4692313.04,30648
"2020-01-06","Credit","Professional services",5593261.47,38579
"2020-01-06","Credit","Retail: Food, beverage, tobacco",10981211.9,313691
"2020-01-06","Credit","Retail: Fuel stations",2862168.75,57968
"2020-01-06","Credit","Retail: Other goods",21350962.4799999,178005
"2020-01-06","Credit","Transport services",5856444.51,166497
"2020-01-06","Debit","Accommodation",1117807.78,9159
"2020-01-06","Debit","Food and beverage services",3787963.05,171493
"2020-01-06","Debit","Other",4533874.88,34050
"2020-01-06","Debit","Professional services",2470816.01,20056
"2020-01-06","Debit","Retail: Food, beverage, tobacco",34546335.2199999,1045112
"2020-01-06","Debit","Retail: Fuel stations",7677605.98,181789
"2020-01-06","Debit","Retail: Other goods",27737564.24,333143
"2020-01-06","Debit","Transport services",1746132.4,45978
"2020-01-06","Mobile","Accommodation",10810.7,185
"2020-01-06","Mobile","Food and beverage services",81214.3,5437
"2020-01-06","Mobile","Other",395342.68,3548
"2020-01-06","Mobile","Professional services",124926.83,1582
"2020-01-06","Mobile","Retail: Food, beverage, tobacco",293952.89,11381
"2020-01-06","Mobile","Retail: Fuel stations",15545.32,627
"2020-01-06","Mobile","Retail: Other goods",1354148.83,6530
"2020-01-06","Mobile","Transport services",669147.16,21632
"2020-01-07","Credit","Accommodation",5695458.69,17288
"2020-01-07","Credit","Food and beverage services",3960426.14,114529
"2020-01-07","Credit","Other",4818253.49,33030
"2020-01-07","Credit","Professional services",5218659.53,32028
"2020-01-07","Credit","Retail: Food, beverage, tobacco",10219747.45,295302
"2020-01-07","Credit","Retail: Fuel stations",2982658.42,58655
"2020-01-07","Credit","Retail: Other goods",21091633.2099998,146066
"2020-01-07","Credit","Transport services",4732454.94,164257
"2020-01-07","Debit","Accommodation",867013.640000001,8893
"2020-01-07","Debit","Food and beverage services",4261780.99,186285
"2020-01-07","Debit","Other",6629485.52,43516
"2020-01-07","Debit","Professional services",2179194.79,18460
"2020-01-07","Debit","Retail: Food, beverage, tobacco",31444861.56,976132
"2020-01-07","Debit","Retail: Fuel stations",8205599.05,187582
"2020-01-07","Debit","Retail: Other goods",28465005.71,331956
"2020-01-07","Debit","Transport services",1052027.97,40608
"2020-01-07","Mobile","Accommodation",10190.9,190
"2020-01-07","Mobile","Food and beverage services",89047.94,5961
"2020-01-07","Mobile","Other",381304.3,3701
"2020-01-07","Mobile","Professional services",100170.96,1530
"2020-01-07","Mobile","Retail: Food, beverage, tobacco",266859.59,10810
"2020-01-07","Mobile","Retail: Fuel stations",15222,638
"2020-01-07","Mobile","Retail: Other goods",1349169.37,6321
"2020-01-07","Mobile","Transport services",463207.3,20826
"2020-01-08","Credit","Accommodation",5764682.28,18904
"2020-01-08","Credit","Food and beverage services",4474464.89999999,121223
"2020-01-08","Credit","Other",5197471.73,33578
"2020-01-08","Credit","Professional services",5562160.90999999,36919
"2020-01-08","Credit","Retail: Food, beverage, tobacco",9959749.84999997,294882
"2020-01-08","Credit","Retail: Fuel stations",2978946.57,59253
"2020-01-08","Credit","Retail: Other goods",24163811.8099999,149295
"2020-01-08","Credit","Transport services",4711170.41,171594
"2020-01-08","Debit","Accommodation",922055.32,9897
"2020-01-08","Debit","Food and beverage services",4877515.21,200572
"2020-01-08","Debit","Other",6370577.46,45835
"2020-01-08","Debit","Professional services",2233663.8,19239
"2020-01-08","Debit","Retail: Food, beverage, tobacco",31881148.84,991182
"2020-01-08","Debit","Retail: Fuel stations",8181676.84,191431
"2020-01-08","Debit","Retail: Other goods",30241256.4399999,359911
"2020-01-08","Debit","Transport services",1092792.8,45050
"2020-01-08","Mobile","Accommodation",14675.95,192
"2020-01-08","Mobile","Food and beverage services",98657.1,6017
"2020-01-08","Mobile","Other",358560.84,3507
"2020-01-08","Mobile","Professional services",119226.97,1643
"2020-01-08","Mobile","Retail: Food, beverage, tobacco",279603.43,11091
"2020-01-08","Mobile","Retail: Fuel stations",16114.42,661
"2020-01-08","Mobile","Retail: Other goods",2457806.92,6734
"2020-01-08","Mobile","Transport services",422348.65,20911
"2020-01-09","Credit","Accommodation",6312265.86,21118
"2020-01-09","Credit","Food and beverage services",5002472.36000002,130085
"2020-01-09","Credit","Other",5131006.67,32099
"2020-01-09","Credit","Professional services",5337169.4,38786
"2020-01-09","Credit","Retail: Food, beverage, tobacco",10541824.6899999,302813
"2020-01-09","Credit","Retail: Fuel stations",3019036.91,60507
"2020-01-09","Credit","Retail: Other goods",21547960.3499999,150633
"2020-01-09","Credit","Transport services",4287227.12,178201
"2020-01-09","Debit","Accommodation",1076975.1,11206
"2020-01-09","Debit","Food and beverage services",5477525.61,219178
"2020-01-09","Debit","Other",6809672.76,46303
"2020-01-09","Debit","Professional services",2059998.1,18024
"2020-01-09","Debit","Retail: Food, beverage, tobacco",32061794.16,1003969
"2020-01-09","Debit","Retail: Fuel stations",8316235.15,196666
"2020-01-09","Debit","Retail: Other goods",29484979.46,351513
"2020-01-09","Debit","Transport services",1053124.82,46857
"2020-01-09","Mobile","Accommodation",10272.45,236
"2020-01-09","Mobile","Food and beverage services",91513.88,5611
"2020-01-09","Mobile","Other",316074.9,3235
"2020-01-09","Mobile","Professional services",110423.2,1480
"2020-01-09","Mobile","Retail: Food, beverage, tobacco",258455.86,10206
"2020-01-09","Mobile","Retail: Fuel stations",14863.63,644
"2020-01-09","Mobile","Retail: Other goods",2339941.22,6349
"2020-01-09","Mobile","Transport services",337400.31,18651
"2020-01-10","Credit","Accommodation",7489475.94,23863
"2020-01-10","Credit","Food and beverage services",6366562.81000002,140475
"2020-01-10","Credit","Other",5641139.26,39033
"2020-01-10","Credit","Professional services",4702060.97000001,32023
"2020-01-10","Credit","Retail: Food, beverage, tobacco",14064013.21,341785
"2020-01-10","Credit","Retail: Fuel stations",3461022.76999999,68503
"2020-01-10","Credit","Retail: Other goods",23942774.1099998,163677
"2020-01-10","Credit","Transport services",4545606.15,195161
"2020-01-10","Debit","Accommodation",1669657.77,14673
"2020-01-10","Debit","Food and beverage services",7691569.65000001,252672
"2020-01-10","Debit","Other",8053736.61,55848
"2020-01-10","Debit","Professional services",2343324.79,20538
"2020-01-10","Debit","Retail: Food, beverage, tobacco",45000978.0200001,1156292
"2020-01-10","Debit","Retail: Fuel stations",9401364.88,220170
"2020-01-10","Debit","Retail: Other goods",34925526.54,409697
"2020-01-10","Debit","Transport services",1155890.61,50577
"2020-01-10","Mobile","Accommodation",20979,277
"2020-01-10","Mobile","Food and beverage services",127894.19,6550
"2020-01-10","Mobile","Other",357829.11,3901
"2020-01-10","Mobile","Professional services",121352.56,1582
"2020-01-10","Mobile","Retail: Food, beverage, tobacco",356092.76,11813
"2020-01-10","Mobile","Retail: Fuel stations",18762.19,772
"2020-01-10","Mobile","Retail: Other goods",1887446.45,6037
"2020-01-10","Mobile","Transport services",390477.33,25193
"2020-01-11","Credit","Accommodation",6360848.59,24620
"2020-01-11","Credit","Food and beverage services",6518314.08,108771
"2020-01-11","Credit","Other",5931290.23,42057
"2020-01-11","Credit","Professional services",2766395.41,24408
"2020-01-11","Credit","Retail: Food, beverage, tobacco",17894090.03,357929
"2020-01-11","Credit","Retail: Fuel stations",3300832.89,64308
"2020-01-11","Credit","Retail: Other goods",32319986.6999998,212334
"2020-01-11","Credit","Transport services",4527134.55,187768
"2020-01-11","Debit","Accommodation",2062514.72,19258
"2020-01-11","Debit","Food and beverage services",8175350.43,189786
"2020-01-11","Debit","Other",6193690.32,58587
"2020-01-11","Debit","Professional services",1473044.3,15675
"2020-01-11","Debit","Retail: Food, beverage, tobacco",56901740.4700001,1175026
"2020-01-11","Debit","Retail: Fuel stations",9061206.98000001,203009
"2020-01-11","Debit","Retail: Other goods",49785673.6599999,550058
"2020-01-11","Debit","Transport services",2308699.89,69743
"2020-01-11","Mobile","Accommodation",15708.7,286
"2020-01-11","Mobile","Food and beverage services",87857.85,2680
"2020-01-11","Mobile","Other",410041.98,3643
"2020-01-11","Mobile","Professional services",81380.39,991
"2020-01-11","Mobile","Retail: Food, beverage, tobacco",472591.42,10788
"2020-01-11","Mobile","Retail: Fuel stations",17587.51,601
"2020-01-11","Mobile","Retail: Other goods",2104079.08,6505
"2020-01-11","Mobile","Transport services",392793.84,24916
"2020-01-12","Credit","Accommodation",7239735.42,24173
"2020-01-12","Credit","Food and beverage services",4088285.68,76702
"2020-01-12","Credit","Other",3704991.15,28600
"2020-01-12","Credit","Professional services",2149698.08,19940
"2020-01-12","Credit","Retail: Food, beverage, tobacco",1954623.35,73651
"2020-01-12","Credit","Retail: Fuel stations",2960074.46,65114
"2020-01-12","Credit","Retail: Other goods",7283160.06000002,48827
"2020-01-12","Credit","Transport services",4574946.99,151002
"2020-01-12","Debit","Accommodation",2200522.43,18212
"2020-01-12","Debit","Food and beverage services",4846336.43000001,116281
"2020-01-12","Debit","Other",2083799.23,29316
"2020-01-12","Debit","Professional services",303951.67,5083
"2020-01-12","Debit","Retail: Food, beverage, tobacco",3702187.64,184922
"2020-01-12","Debit","Retail: Fuel stations",8033224.46999999,205437
"2020-01-12","Debit","Retail: Other goods",2120594.33,29942
"2020-01-12","Debit","Transport services",1772647.39,44867
"2020-01-12","Mobile","Accommodation",19222.45,274
"2020-01-12","Mobile","Food and beverage services",66634.49,1995
"2020-01-12","Mobile","Other",393036.31,2842
"2020-01-12","Mobile","Professional services",69871.72,1055
"2020-01-12","Mobile","Retail: Food, beverage, tobacco",75903.8,2561
"2020-01-12","Mobile","Retail: Fuel stations",18536.35,713
"2020-01-12","Mobile","Retail: Other goods",1048281.19,4700
"2020-01-12","Mobile","Transport services",378792.2,18211
"2020-01-13","Credit","Accommodation",5489180,18518
"2020-01-13","Credit","Food and beverage services",3684056.13,117364
"2020-01-13","Credit","Other",4901660.34,31359
"2020-01-13","Credit","Professional services",5469226.76000001,35885
"2020-01-13","Credit","Retail: Food, beverage, tobacco",10276981.19,312333
"2020-01-13","Credit","Retail: Fuel stations",2943010.39,59875
"2020-01-13","Credit","Retail: Other goods",19618913.5699999,144938
"2020-01-13","Credit","Transport services",4328361.72,163285
"2020-01-13","Debit","Accommodation",847180.130000001,9022
"2020-01-13","Debit","Food and beverage services",3957649.86,188854
"2020-01-13","Debit","Other",4800582.94,33319
"2020-01-13","Debit","Professional services",2214359.65,18566
"2020-01-13","Debit","Retail: Food, beverage, tobacco",31837670.5599999,1027750
"2020-01-13","Debit","Retail: Fuel stations",7996775.03999999,190486
"2020-01-13","Debit","Retail: Other goods",24260994.12,314042
"2020-01-13","Debit","Transport services",1004470.23,41754
"2020-01-13","Mobile","Accommodation",10490.5,227
"2020-01-13","Mobile","Food and beverage services",93544.48,6341
"2020-01-13","Mobile","Other",318831.27,3430
"2020-01-13","Mobile","Professional services",98064,1448
"2020-01-13","Mobile","Retail: Food, beverage, tobacco",301123.28,12082
"2020-01-13","Mobile","Retail: Fuel stations",15318.64,712
"2020-01-13","Mobile","Retail: Other goods",1400727.43,6371
"2020-01-13","Mobile","Transport services",410980.21,19714
"2020-01-14","Credit","Accommodation",5507613.78,20549
"2020-01-14","Credit","Food and beverage services",4610217.15000001,128086
"2020-01-14","Credit","Other",5083398.11,33856
"2020-01-14","Credit","Professional services",4764932.63999999,29529
"2020-01-14","Credit","Retail: Food, beverage, tobacco",10175194.11,306058
"2020-01-14","Credit","Retail: Fuel stations",3001971.79,61074
"2020-01-14","Credit","Retail: Other goods",18834018.4799999,138569
"2020-01-14","Credit","Transport services",4185461.95,176870
"2020-01-14","Debit","Accommodation",909999.57,10019
"2020-01-14","Debit","Food and beverage services",4742353.37,206067
"2020-01-14","Debit","Other",5956119.61,42365
"2020-01-14","Debit","Professional services",1974186.9,17123
"2020-01-14","Debit","Retail: Food, beverage, tobacco",30865422.7699999,995026
"2020-01-14","Debit","Retail: Fuel stations",8029449.26999999,192255
"2020-01-14","Debit","Retail: Other goods",25214066.08,309811
"2020-01-14","Debit","Transport services",861172.72,43132
"2020-01-14","Mobile","Accommodation",15932.1,246
"2020-01-14","Mobile","Food and beverage services",91855.19,6349
"2020-01-14","Mobile","Other",324362.99,3555
"2020-01-14","Mobile","Professional services",92486.49,1374
"2020-01-14","Mobile","Retail: Food, beverage, tobacco",282366.02,11541
"2020-01-14","Mobile","Retail: Fuel stations",17812.25,724
"2020-01-14","Mobile","Retail: Other goods",1243794.07,6099
"2020-01-14","Mobile","Transport services",360811.4,21369
"2020-01-15","Credit","Accommodation",6396734.68,22862
"2020-01-15","Credit","Food and beverage services",5197490.52000001,134681
"2020-01-15","Credit","Other",5116313.74,35111
"2020-01-15","Credit","Professional services",4522043.34,29514
"2020-01-15","Credit","Retail: Food, beverage, tobacco",9943226.43999997,305467
"2020-01-15","Credit","Retail: Fuel stations",3142620,63644
"2020-01-15","Credit","Retail: Other goods",20131684.7399998,143275
"2020-01-15","Credit","Transport services",4125841.26,173885
"2020-01-15","Debit","Accommodation",1028962.18,11325
"2020-01-15","Debit","Food and beverage services",5318197.66,214257
"2020-01-15","Debit","Other",6243694.8,44538
"2020-01-15","Debit","Professional services",2039218.45,18441
"2020-01-15","Debit","Retail: Food, beverage, tobacco",30841914.58,999669
"2020-01-15","Debit","Retail: Fuel stations",8356833.96,200163
"2020-01-15","Debit","Retail: Other goods",27233140.55,337451
"2020-01-15","Debit","Transport services",927855.57,47327
"2020-01-15","Mobile","Accommodation",10109.1,230
"2020-01-15","Mobile","Food and beverage services",103634.14,6547
"2020-01-15","Mobile","Other",299855.09,3516
"2020-01-15","Mobile","Professional services",85387.06,1223
"2020-01-15","Mobile","Retail: Food, beverage, tobacco",276599.87,11598
"2020-01-15","Mobile","Retail: Fuel stations",16754.2,726
"2020-01-15","Mobile","Retail: Other goods",1157018.34,6325
"2020-01-15","Mobile","Transport services",324940.7,19632
"2020-01-16","Credit","Accommodation",6908531.71,24742
"2020-01-16","Credit","Food and beverage services",5669106.41000001,141705
"2020-01-16","Credit","Other",5204365.61,36136
"2020-01-16","Credit","Professional services",4346333.19999999,28298
"2020-01-16","Credit","Retail: Food, beverage, tobacco",10597654.67,313054
"2020-01-16","Credit","Retail: Fuel stations",3208712.94,65561
"2020-01-16","Credit","Retail: Other goods",20103400.6399999,145252
"2020-01-16","Credit","Transport services",4509368.12,197282
"2020-01-16","Debit","Accommodation",1252184.64,12650
"2020-01-16","Debit","Food and beverage services",5949788.68,228965
"2020-01-16","Debit","Other",6244566.01,45180
"2020-01-16","Debit","Professional services",1942775.43,17085
"2020-01-16","Debit","Retail: Food, beverage, tobacco",31367023.28,1004135
"2020-01-16","Debit","Retail: Fuel stations",8398372.82,203220
"2020-01-16","Debit","Retail: Other goods",26578650.14,327334
"2020-01-16","Debit","Transport services",998070.13,49312
"2020-01-16","Mobile","Accommodation",12355.7,253
"2020-01-16","Mobile","Food and beverage services",111911.08,6979
"2020-01-16","Mobile","Other",283235.21,3385
"2020-01-16","Mobile","Professional services",80245.13,1168
"2020-01-16","Mobile","Retail: Food, beverage, tobacco",285687.5,11756
"2020-01-16","Mobile","Retail: Fuel stations",17162.14,718
"2020-01-16","Mobile","Retail: Other goods",989841.65,5939
"2020-01-16","Mobile","Transport services",378594.76,23048
"2020-01-17","Credit","Accommodation",8034115.71000001,27591
"2020-01-17","Credit","Food and beverage services",6887273.75000002,151368
"2020-01-17","Credit","Other",6115445.57,41679
"2020-01-17","Credit","Professional services",4621669.15,34039
"2020-01-17","Credit","Retail: Food, beverage, tobacco",14621617.28,354252
"2020-01-17","Credit","Retail: Fuel stations",3574904.69,71470
"2020-01-17","Credit","Retail: Other goods",21617318.1799999,156324
"2020-01-17","Credit","Transport services",4606667.94,213735
"2020-01-17","Debit","Accommodation",1811097.44,15861
"2020-01-17","Debit","Food and beverage services",7881634.26000001,256970
"2020-01-17","Debit","Other",7176515.48,55505
"2020-01-17","Debit","Professional services",2181292.06,19412
"2020-01-17","Debit","Retail: Food, beverage, tobacco",44393124.75,1140864
"2020-01-17","Debit","Retail: Fuel stations",9296632.67,219582
"2020-01-17","Debit","Retail: Other goods",30494974.7699999,369527
"2020-01-17","Debit","Transport services",1135129.17,53376
"2020-01-17","Mobile","Accommodation",13141.15,256
"2020-01-17","Mobile","Food and beverage services",140814.66,7089
"2020-01-17","Mobile","Other",325596.88,4020
"2020-01-17","Mobile","Professional services",68343.92,1055
"2020-01-17","Mobile","Retail: Food, beverage, tobacco",364555.92,12289
"2020-01-17","Mobile","Retail: Fuel stations",18917.97,735
"2020-01-17","Mobile","Retail: Other goods",1090078.53,5422
"2020-01-17","Mobile","Transport services",409612.65,27270
"2020-01-18","Credit","Accommodation",6459927.84999999,27474
"2020-01-18","Credit","Food and beverage services",6876040.47000001,113885
"2020-01-18","Credit","Other",5076567.02,45384
"2020-01-18","Credit","Professional services",2740701.36,24926
"2020-01-18","Credit","Retail: Food, beverage, tobacco",18586882.0099999,376779
"2020-01-18","Credit","Retail: Fuel stations",3393297.6,66481
"2020-01-18","Credit","Retail: Other goods",32290087.0199998,215987
"2020-01-18","Credit","Transport services",4436779.81,195943
"2020-01-18","Debit","Accommodation",2273796.36,20279
"2020-01-18","Debit","Food and beverage services",8107259.32,186704
"2020-01-18","Debit","Other",5764184.84,60169
"2020-01-18","Debit","Professional services",1385908.13,15736
"2020-01-18","Debit","Retail: Food, beverage, tobacco",56943326.8100001,1172246
"2020-01-18","Debit","Retail: Fuel stations",8934793.58000001,200557
"2020-01-18","Debit","Retail: Other goods",47360074.58,533314
"2020-01-18","Debit","Transport services",1913509.51,65617
"2020-01-18","Mobile","Accommodation",15739.5,235
"2020-01-18","Mobile","Food and beverage services",92028.83,2939
"2020-01-18","Mobile","Other",263730.95,3571
"2020-01-18","Mobile","Professional services",53384.42,696
"2020-01-18","Mobile","Retail: Food, beverage, tobacco",488313.28,11170
"2020-01-18","Mobile","Retail: Fuel stations",21536.05,692
"2020-01-18","Mobile","Retail: Other goods",1108333.96,5946
"2020-01-18","Mobile","Transport services",376517.09,24701
"2020-01-19","Credit","Accommodation",7372407.12000001,26041
"2020-01-19","Credit","Food and beverage services",4454065.79,83359
"2020-01-19","Credit","Other",2995359.86,30718
"2020-01-19","Credit","Professional services",2291724.67,21059
"2020-01-19","Credit","Retail: Food, beverage, tobacco",1936561.22,78881
"2020-01-19","Credit","Retail: Fuel stations",3006602.81999999,66429
"2020-01-19","Credit","Retail: Other goods",7663837.23000003,52157
"2020-01-19","Credit","Transport services",4670383.01,150648
"2020-01-19","Debit","Accommodation",2309464.93,17720
"2020-01-19","Debit","Food and beverage services",4864534.33,113193
"2020-01-19","Debit","Other",1975498.84,32994
"2020-01-19","Debit","Professional services",270527.82,4939
"2020-01-19","Debit","Retail: Food, beverage, tobacco",3637032.29000001,181818
"2020-01-19","Debit","Retail: Fuel stations",7783725.25,197963
"2020-01-19","Debit","Retail: Other goods",2014189.11,29650
"2020-01-19","Debit","Transport services",1585157.45,40810
"2020-01-19","Mobile","Accommodation",12173.7,187
"2020-01-19","Mobile","Food and beverage services",73282.77,2139
"2020-01-19","Mobile","Other",267546.88,3060
"2020-01-19","Mobile","Professional services",62411,760
"2020-01-19","Mobile","Retail: Food, beverage, tobacco",89063.37,2698
"2020-01-19","Mobile","Retail: Fuel stations",19262.82,763
"2020-01-19","Mobile","Retail: Other goods",717442.61,4567
"2020-01-19","Mobile","Transport services",352377.74,17924
"2020-01-20","Credit","Accommodation",6021111.17999999,20762
"2020-01-20","Credit","Food and beverage services",4074148.15999999,125111
"2020-01-20","Credit","Other",4677378.05,31100
"2020-01-20","Credit","Professional services",4691972.92,32022
"2020-01-20","Credit","Retail: Food, beverage, tobacco",10813328.61,325057
"2020-01-20","Credit","Retail: Fuel stations",3096935.09,63744
"2020-01-20","Credit","Retail: Other goods",19946056.3599998,145621
"2020-01-20","Credit","Transport services",4456224.35,174631
"2020-01-20","Debit","Accommodation",912642.26,9678
"2020-01-20","Debit","Food and beverage services",4020257.65,188445
"2020-01-20","Debit","Other",4202209.03,31851
"2020-01-20","Debit","Professional services",2026024.56,17705
"2020-01-20","Debit","Retail: Food, beverage, tobacco",31827524.25,1011918
"2020-01-20","Debit","Retail: Fuel stations",7885035.65,188561
"2020-01-20","Debit","Retail: Other goods",23605122.23,304349
"2020-01-20","Debit","Transport services",1024460.33,43279
"2020-01-20","Mobile","Accommodation",9127.95,160
"2020-01-20","Mobile","Food and beverage services",97309.19,6828
"2020-01-20","Mobile","Other",285669.2,3081
"2020-01-20","Mobile","Professional services",89884.1,1334
"2020-01-20","Mobile","Retail: Food, beverage, tobacco",308156.91,12416
"2020-01-20","Mobile","Retail: Fuel stations",18892.19,773
"2020-01-20","Mobile","Retail: Other goods",1300799.96,6024
"2020-01-20","Mobile","Transport services",356729.05,21283
"2020-01-21","Credit","Accommodation",5768643.03,23297
"2020-01-21","Credit","Food and beverage services",5075637.42,135581
"2020-01-21","Credit","Other",5053268.06,33889
"2020-01-21","Credit","Professional services",4246645.11,27707
"2020-01-21","Credit","Retail: Food, beverage, tobacco",10167406.35,313448
"2020-01-21","Credit","Retail: Fuel stations",3059544.41999999,63280
"2020-01-21","Credit","Retail: Other goods",19137023.3699999,139014
"2020-01-21","Credit","Transport services",4157356.86,181342
"2020-01-21","Debit","Accommodation",908175.18,10646
"2020-01-21","Debit","Food and beverage services",4904778.6,206058
"2020-01-21","Debit","Other",5433543.99,41073
"2020-01-21","Debit","Professional services",1772024.56,15895
"2020-01-21","Debit","Retail: Food, beverage, tobacco",29397863.17,964015
"2020-01-21","Debit","Retail: Fuel stations",7894481.13999999,190178
"2020-01-21","Debit","Retail: Other goods",23988024.4999999,300642
"2020-01-21","Debit","Transport services",909343.61,44494
"2020-01-21","Mobile","Accommodation",7465.1,130
"2020-01-21","Mobile","Food and beverage services",82257.52,5103
"2020-01-21","Mobile","Other",214963.58,2680
"2020-01-21","Mobile","Professional services",68235.54,936
"2020-01-21","Mobile","Retail: Food, beverage, tobacco",225916.03,9177
"2020-01-21","Mobile","Retail: Fuel stations",14538.71,579
"2020-01-21","Mobile","Retail: Other goods",1091105.9,4949
"2020-01-21","Mobile","Transport services",302225.8,19105
"2020-01-22","Credit","Accommodation",6429279,25674
"2020-01-22","Credit","Food and beverage services",5655726.75000001,141753
"2020-01-22","Credit","Other",5682093.85,37868
"2020-01-22","Credit","Professional services",4156331.2,30483
"2020-01-22","Credit","Retail: Food, beverage, tobacco",10281247.05,315382
"2020-01-22","Credit","Retail: Fuel stations",3207487,66438
"2020-01-22","Credit","Retail: Other goods",21805873.9999998,146553
"2020-01-22","Credit","Transport services",4321231.49,184667
"2020-01-22","Debit","Accommodation",1081670.97,11754
"2020-01-22","Debit","Food and beverage services",5453250.79,214071
"2020-01-22","Debit","Other",5591927.47,43815
"2020-01-22","Debit","Professional services",1950223.7,17331
"2020-01-22","Debit","Retail: Food, beverage, tobacco",30444915.58,975795
