"Date","Payment method","Cardholder origin","Channel","Amount CHF","Number of transactions"
"2020-03-29","Debit","Domestic","All",8544249.46,319393
"2020-03-29","Debit","Foreign","All",40312.53,1437
"2020-03-29","Mobile","all","all",2742272.74,29177
"2020-03-30","Credit","Domestic","E-comm",19258434.3,147643
"2020-03-30","Credit","Domestic","POS",14478969.66,292609
"2020-03-30","Credit","Foreign","E-comm",1922066.39,8688
"2020-03-30","Credit","Foreign","POS",1360492.16999999,23894
"2020-03-30","Debit","Domestic","All",62004929.5,1320500
"2020-03-30","Debit","Foreign","All",297794.82,6232
"2020-03-30","Mobile","all","all",3285673.92,45377
"2020-03-31","Credit","Domestic","E-comm",18978657.77,137108
"2020-03-31","Credit","Domestic","POS",16771569.88,319364
"2020-03-31","Credit","Foreign","E-comm",1760268.98,8428
"2020-03-31","Credit","Foreign","POS",1231383.75,23442
"2020-03-31","Debit","Domestic","All",65909799.23,1373268
"2020-03-31","Debit","Foreign","All",331762.49,6633
"2020-03-31","Mobile","all","all",3478165.8,46093
"2020-04-01","Credit","Domestic","E-comm",18591216.3,145150
"2020-04-01","Credit","Domestic","POS",16489785.65,318739
"2020-04-01","Credit","Foreign","E-comm",1853794.84,8602
"2020-04-01","Credit","Foreign","POS",1246868.32,23409
"2020-04-01","Debit","Domestic","All",66428595.42,1386589
"2020-04-01","Debit","Foreign","All",344881.85,6751
"2020-04-01","Mobile","all","all",3617035.22,48138
"2020-04-02","Credit","Domestic","E-comm",18301122.02,145600
"2020-04-02","Credit","Domestic","POS",18333640.06,333598
"2020-04-02","Credit","Foreign","E-comm",1896774.28,8193
"2020-04-02","Credit","Foreign","POS",1286056.68,23880
"2020-04-02","Debit","Domestic","All",70982581.9,1427848
"2020-04-02","Debit","Foreign","All",348583.45,6728
"2020-04-02","Mobile","all","all",3442109.56,46493
"2020-04-03","Credit","Domestic","E-comm",17132505.54,130886
"2020-04-03","Credit","Domestic","POS",25301684.91,413462
"2020-04-03","Credit","Foreign","E-comm",1672532.1,8177
"2020-04-03","Credit","Foreign","POS",1782751.34,27152
"2020-04-03","Debit","Domestic","All",97258241.6400001,1748721
"2020-04-03","Debit","Foreign","All",494349.560000001,8005
"2020-04-03","Mobile","all","all",3934807.74,51455
"2020-04-04","Credit","Domestic","E-comm",13788339.86,103906
"2020-04-04","Credit","Domestic","POS",23449980.17,399777
"2020-04-04","Credit","Foreign","E-comm",966908.61,5846
"2020-04-04","Credit","Foreign","POS",1242649.13,23275
"2020-04-04","Debit","Domestic","All",89392664.82,1643827
"2020-04-04","Debit","Foreign","All",459745.8,7709
"2020-04-04","Mobile","all","all",3558165.31,46966
"2020-04-05","Credit","Domestic","E-comm",18779556.89,127541
"2020-04-05","Credit","Domestic","POS",2695412.27,101605
"2020-04-05","Credit","Foreign","E-comm",1139469.18,6526
"2020-04-05","Credit","Foreign","POS",234461.410000001,7305
"2020-04-05","Debit","Domestic","All",10915085.22,443156
"2020-04-05","Debit","Foreign","All",54173.84,1842
"2020-04-05","Mobile","all","all",3383208.63,33806
"2020-04-06","Credit","Domestic","E-comm",22890899.35,167960
"2020-04-06","Credit","Domestic","POS",17118401.51,340849
"2020-04-06","Credit","Foreign","E-comm",1954430.48,9281
"2020-04-06","Credit","Foreign","POS",1430995.98999999,27147
"2020-04-06","Debit","Domestic","All",70710038.35,1507920
"2020-04-06","Debit","Foreign","All",354835.18,7092
"2020-04-06","Mobile","all","all",4482870.64,55478
"2020-04-07","Credit","Domestic","E-comm",19203646.84,146581
"2020-04-07","Credit","Domestic","POS",21446933.95,374938
"2020-04-07","Credit","Foreign","E-comm",1878885.39,9182
"2020-04-07","Credit","Foreign","POS",1440913.24999999,26020
"2020-04-07","Debit","Domestic","All",82036733.03,1587637
"2020-04-07","Debit","Foreign","All",391367.01,7190
"2020-04-07","Mobile","all","all",3900429.39,54182
"2020-04-08","Credit","Domestic","E-comm",17733810.24,150827
"2020-04-08","Credit","Domestic","POS",27569098.71,434565
"2020-04-08","Credit","Foreign","E-comm",1830057.32,8476
"2020-04-08","Credit","Foreign","POS",1472488.94999999,27173
"2020-04-08","Debit","Domestic","All",102574913.72,1793091
"2020-04-08","Debit","Foreign","All",522280.76,8403
"2020-04-08","Mobile","all","all",4450807.74,57825
"2020-04-09","Credit","Domestic","E-comm",15834631.27,134190
"2020-04-09","Credit","Domestic","POS",31768725.01,502975
"2020-04-09","Credit","Foreign","E-comm",1889684.49,8393
"2020-04-09","Credit","Foreign","POS",1817009.65,32136
"2020-04-09","Debit","Domestic","All",114887023.86,2034387
"2020-04-09","Debit","Foreign","All",577793.83,9215
"2020-04-09","Mobile","all","all",3957148.47,57397
"2020-04-10","Credit","Domestic","E-comm",11966670.49,101094
"2020-04-10","Credit","Domestic","POS",5001374.66000001,130885
"2020-04-10","Credit","Foreign","E-comm",1375245.1,6364
"2020-04-10","Credit","Foreign","POS",548348.49,10614
"2020-04-10","Debit","Domestic","All",19026137.53,566792
"2020-04-10","Debit","Foreign","All",90141.3499999999,2452
"2020-04-10","Mobile","all","all",2187079.16,29899
"2020-04-11","Credit","Domestic","E-comm",11394012.42,100209
"2020-04-11","Credit","Domestic","POS",29174129.94,507124
"2020-04-11","Credit","Foreign","E-comm",760300.29,5730
"2020-04-11","Credit","Foreign","POS",1498380.4,28918
"2020-04-11","Debit","Domestic","All",105565914.46,1980051
"2020-04-11","Debit","Foreign","All",549787.020000001,9409
"2020-04-11","Mobile","all","all",3111578.11,49006
"2020-04-12","Credit","Domestic","E-comm",10311472.78,90670
"2020-04-12","Credit","Domestic","POS",2716080.68,99537
"2020-04-12","Credit","Foreign","E-comm",990749.929999999,5271
"2020-04-12","Credit","Foreign","POS",241715.05,6876
"2020-04-12","Debit","Domestic","All",10434414.61,419617
"2020-04-12","Debit","Foreign","All",47431,1749
"2020-04-12","Mobile","all","all",1794492.32,25524
"2020-04-13","Credit","Domestic","E-comm",14287688.41,110457
"2020-04-13","Credit","Domestic","POS",3334707.85,114844
"2020-04-13","Credit","Foreign","E-comm",1412885.09,6471
"2020-04-13","Credit","Foreign","POS",307901.880000001,8539
"2020-04-13","Debit","Domestic","All",13414131.41,498817
"2020-04-13","Debit","Foreign","All",55815.15,1965
"2020-04-13","Mobile","all","all",2413221.47,31583
"2020-04-14","Credit","Domestic","E-comm",19189262.28,157893
"2020-04-14","Credit","Domestic","POS",19850123.17,391894
"2020-04-14","Credit","Foreign","E-comm",1833721.33999999,9075
"2020-04-14","Credit","Foreign","POS",1698185.93999999,30874
"2020-04-14","Debit","Domestic","All",76789111.9700001,1637441
"2020-04-14","Debit","Foreign","All",379101.2,7586
"2020-04-14","Mobile","all","all",3536431.7,53395
"2020-04-15","Credit","Domestic","E-comm",18137701.76,144644
"2020-04-15","Credit","Domestic","POS",19869765.63,375031
"2020-04-15","Credit","Foreign","E-comm",1734715.5,8642
"2020-04-15","Credit","Foreign","POS",1299406.54999999,26505
"2020-04-15","Debit","Domestic","All",71331558.5200001,1510347
"2020-04-15","Debit","Foreign","All",347659.59,6939
"2020-04-15","Mobile","all","all",3275123.21,51002
"2020-04-16","Credit","Domestic","E-comm",18567644.15,161131
"2020-04-16","Credit","Domestic","POS",20026796.55,378554
"2020-04-16","Credit","Foreign","E-comm",1966987.33,8523
"2020-04-16","Credit","Foreign","POS",1338309.67,26691
"2020-04-16","Debit","Domestic","All",70969420.19,1514039
"2020-04-16","Debit","Foreign","All",379382.15,7288
"2020-04-16","Mobile","all","all",3270417.64,52896
"2020-04-17","Credit","Domestic","E-comm",15992809.59,144132
"2020-04-17","Credit","Domestic","POS",25996316.88,456330
"2020-04-17","Credit","Foreign","E-comm",1651342.03,7938
"2020-04-17","Credit","Foreign","POS",1582124.33999999,29988
"2020-04-17","Debit","Domestic","All",90735540.8999999,1777408
"2020-04-17","Debit","Foreign","All",465211.36,8185
"2020-04-17","Mobile","all","all",3455583.05,56403
"2020-04-18","Credit","Domestic","E-comm",12409659.61,112096
"2020-04-18","Credit","Domestic","POS",25371617.77,456916
"2020-04-18","Credit","Foreign","E-comm",827995.07,6076
"2020-04-18","Credit","Foreign","POS",1206088.68,25959
"2020-04-18","Debit","Domestic","All",88202633.4100001,1714626
"2020-04-18","Debit","Foreign","All",458576.300000001,8193
"2020-04-18","Mobile","all","all",3162389.44,50605
"2020-04-19","Credit","Domestic","E-comm",12902691.97,106715
"2020-04-19","Credit","Domestic","POS",2982028.54,112328
"2020-04-19","Credit","Foreign","E-comm",692649.06,5687
"2020-04-19","Credit","Foreign","POS",238226.240000001,7702
"2020-04-19","Debit","Domestic","All",10605599.95,434719
"2020-04-19","Debit","Foreign","All",59050.2500000001,2062
"2020-04-19","Mobile","all","all",2248604.11,31205
"2020-04-20","Credit","Domestic","E-comm",17914980.36,147402
"2020-04-20","Credit","Domestic","POS",16102600.27,348170
"2020-04-20","Credit","Foreign","E-comm",1708026.42,8498
"2020-04-20","Credit","Foreign","POS",1219119.44,27403
"2020-04-20","Debit","Domestic","All",59288187.45,1404240
"2020-04-20","Debit","Foreign","All",317092.68,7065
"2020-04-20","Mobile","all","all",3368784.17,53340
"2020-04-21","Credit","Domestic","E-comm",17073912.63,133310
"2020-04-21","Credit","Domestic","POS",17979095.13,363683
"2020-04-21","Credit","Foreign","E-comm",1753519.49,7812
"2020-04-21","Credit","Foreign","POS",1247353.00999999,26326
"2020-04-21","Debit","Domestic","All",63949924.65,1420238
"2020-04-21","Debit","Foreign","All",346107.69,6853
"2020-04-21","Mobile","all","all",3226232.65,51507
"2020-04-22","Credit","Domestic","E-comm",15773733.72,126284
"2020-04-22","Credit","Domestic","POS",18655244.37,381623
"2020-04-22","Credit","Foreign","E-comm",1668933.47,7545
"2020-04-22","Credit","Foreign","POS",1204122.44,27050
"2020-04-22","Debit","Domestic","All",64522924.68,1460145
"2020-04-22","Debit","Foreign","All",342270.48,7079
"2020-04-22","Mobile","all","all",3077465.5,51543
"2020-04-23","Credit","Domestic","E-comm",15053765.78,131442
"2020-04-23","Credit","Domestic","POS",20684969.11,405908
"2020-04-23","Credit","Foreign","E-comm",1863511.62,7439
"2020-04-23","Credit","Foreign","POS",1423181.07,28405
"2020-04-23","Debit","Domestic","All",71086243.77,1536101
"2020-04-23","Debit","Foreign","All",352738.08,7362
"2020-04-23","Mobile","all","all",3193687.7,51820
"2020-04-24","Credit","Domestic","E-comm",15202379.07,135379
"2020-04-24","Credit","Domestic","POS",28108746.46,473974
"2020-04-24","Credit","Foreign","E-comm",1691340.51,7641
"2020-04-24","Credit","Foreign","POS",1582131.57,30304
"2020-04-24","Debit","Domestic","All",106349217.32,1945819
"2020-04-24","Debit","Foreign","All",508581.860000001,8672
"2020-04-24","Mobile","all","all",4447797.26,63468
"2020-04-25","Credit","Domestic","E-comm",12080614.59,111284
"2020-04-25","Credit","Domestic","POS",25889572.29,451932
"2020-04-25","Credit","Foreign","E-comm",780592.12,5855
"2020-04-25","Credit","Foreign","POS",1275172.52,25263
"2020-04-25","Debit","Domestic","All",100134175.01,1848574
"2020-04-25","Debit","Foreign","All",476624.12,8057
"2020-04-25","Mobile","all","all",3739500.6,57386
"2020-04-26","Credit","Domestic","E-comm",14194589.88,119911
"2020-04-26","Credit","Domestic","POS",2913579.75,107632
"2020-04-26","Credit","Foreign","E-comm",803835.82,5998
"2020-04-26","Credit","Foreign","POS",216457.08,7434
"2020-04-26","Debit","Domestic","All",11763727.22,463759
"2020-04-26","Debit","Foreign","All",50263.33,1859
"2020-04-26","Mobile","all","all",2691843.96,33467
"2020-04-27","Credit","Domestic","E-comm",17324307.45,144726
"2020-04-27","Credit","Domestic","POS",24024290.78,443778
"2020-04-27","Credit","Foreign","E-comm",1946180.33,9165
"2020-04-27","Credit","Foreign","POS",1686020.5,31711
"2020-04-27","Debit","Domestic","All",92366129.76,1852892
"2020-04-27","Debit","Foreign","All",466234.080000001,8725
"2020-04-27","Mobile","all","all",3942649.01,61548
"2020-04-28","Credit","Domestic","E-comm",18596723.87,154010
"2020-04-28","Credit","Domestic","POS",24784573.33,429957
"2020-04-28","Credit","Foreign","E-comm",2087054.75,9694
"2020-04-28","Credit","Foreign","POS",1570587.99,28852
"2020-04-28","Debit","Domestic","All",91680983.7999999,1762351
"2020-04-28","Debit","Foreign","All",493638.36,8358
"2020-04-28","Mobile","all","all",4048902.57,59349
"2020-04-29","Credit","Domestic","E-comm",17538919.57,144520
"2020-04-29","Credit","Domestic","POS",25969902.93,447799
"2020-04-29","Credit","Foreign","E-comm",2027913.81,9075
"2020-04-29","Credit","Foreign","POS",1616468.12,29861
"2020-04-29","Debit","Domestic","All",93348236.46,1801165
"2020-04-29","Debit","Foreign","All",490913.27,8456
"2020-04-29","Mobile","all","all",4079654.49,61743
"2020-04-30","Credit","Domestic","E-comm",17431464.55,153791
"2020-04-30","Credit","Domestic","POS",29852521.95,487524
"2020-04-30","Credit","Foreign","E-comm",1997238.07,9799
"2020-04-30","Credit","Foreign","POS",1625422.10999999,30941
"2020-04-30","Debit","Domestic","All",105113304.84,1905101
"2020-04-30","Debit","Foreign","All",544323.09,9236
"2020-04-30","Mobile","all","all",4259929.7,62610
"2020-05-01","Credit","Domestic","E-comm",16378950.39,135185
"2020-05-01","Credit","Domestic","POS",23673979.2,367502
"2020-05-01","Credit","Foreign","E-comm",1447291.83,8237
"2020-05-01","Credit","Foreign","POS",1224698.23,22038
"2020-05-01","Debit","Domestic","All",85916994.6600001,1524851
"2020-05-01","Debit","Foreign","All",633013.090000001,8823
"2020-05-01","Mobile","all","all",4090104.81,56751
"2020-05-02","Credit","Domestic","E-comm",12810400.31,112487
"2020-05-02","Credit","Domestic","POS",35517824.34,549326
"2020-05-02","Credit","Foreign","E-comm",768579.750000001,6131
"2020-05-02","Credit","Foreign","POS",1490290.46999999,27534
"2020-05-02","Debit","Domestic","All",124751742.92,2116219
"2020-05-02","Debit","Foreign","All",646061.5,9611
"2020-05-02","Mobile","all","all",4013987.68,60313
"2020-05-03","Credit","Domestic","E-comm",12185777.54,108789
"2020-05-03","Credit","Domestic","POS",3438935.3,118084
"2020-05-03","Credit","Foreign","E-comm",724436.060000001,6361
"2020-05-03","Credit","Foreign","POS",238709.73,7869
"2020-05-03","Debit","Domestic","All",12371571.45,483388
"2020-05-03","Debit","Foreign","All",64749.86,2215
"2020-05-03","Mobile","all","all",2538055.83,34921
"2020-05-04","Credit","Domestic","E-comm",17653762.13,152446
"2020-05-04","Credit","Domestic","POS",21975027.76,434826
"2020-05-04","Credit","Foreign","E-comm",1916146.55,11110
"2020-05-04","Credit","Foreign","POS",1767888.78999999,33279
"2020-05-04","Debit","Domestic","All",83276387.7900001,1771890
"2020-05-04","Debit","Foreign","All",455182.84,8459
"2020-05-04","Mobile","all","all",4066812.83,63308
"2020-05-05","Credit","Domestic","E-comm",16979181.72,143525
"2020-05-05","Credit","Domestic","POS",24010345,428811
"2020-05-05","Credit","Foreign","E-comm",1586975.81,10239
"2020-05-05","Credit","Foreign","POS",1604449.37,30098
"2020-05-05","Debit","Domestic","All",86917586.5400001,1712497
"2020-05-05","Debit","Foreign","All",451837.18,8257
"2020-05-05","Mobile","all","all",4100962.47,62143
"2020-05-06","Credit","Domestic","E-comm",16687793.39,155852
"2020-05-06","Credit","Domestic","POS",24809578.47,454752
"2020-05-06","Credit","Foreign","E-comm",1936369.54,10457
"2020-05-06","Credit","Foreign","POS",1493430.32,31757
"2020-05-06","Debit","Domestic","All",87272942,1795665
"2020-05-06","Debit","Foreign","All",452330.73,8481
"2020-05-06","Mobile","all","all",4059832.74,66193
"2020-05-07","Credit","Domestic","E-comm",15748882.71,152775
"2020-05-07","Credit","Domestic","POS",26769820.36,485929
"2020-05-07","Credit","Foreign","E-comm",1785389.1,9894
"2020-05-07","Credit","Foreign","POS",1694370.48,33528
"2020-05-07","Debit","Domestic","All",91970081.4200001,1892337
"2020-05-07","Debit","Foreign","All",477663.56,8805
"2020-05-07","Mobile","all","all",4042608.04,66344
"2020-05-08","Credit","Domestic","E-comm",15044717.77,144078
"2020-05-08","Credit","Domestic","POS",35347704.71,581628
"2020-05-08","Credit","Foreign","E-comm",1789804.64,9785
"2020-05-08","Credit","Foreign","POS",1988507.81,38689
"2020-05-08","Debit","Domestic","All",121864152.24,2269721
"2020-05-08","Debit","Foreign","All",633957.36,10690
"2020-05-08","Mobile","all","all",4675146.58,74231
"2020-05-09","Credit","Domestic","E-comm",10360502.18,117002
"2020-05-09","Credit","Domestic","POS",38578529.96,627537
"2020-05-09","Credit","Foreign","E-comm",857320.589999999,7452
"2020-05-09","Credit","Foreign","POS",1654382.11999999,32118
"2020-05-09","Debit","Domestic","All",131878057.57,2404832
"2020-05-09","Debit","Foreign","All",710605.920000001,11255
"2020-05-09","Mobile","all","all",3882455.71,66406
"2020-05-10","Credit","Domestic","E-comm",12800735,111560
"2020-05-10","Credit","Domestic","POS",5138164.84999999,155924
"2020-05-10","Credit","Foreign","E-comm",929617.53,7120
"2020-05-10","Credit","Foreign","POS",339592.040000001,10025
"2020-05-10","Debit","Domestic","All",17280335.42,614618
"2020-05-10","Debit","Foreign","All",71367.47,2341
"2020-05-10","Mobile","all","all",2898502.59,37924
"2020-05-11","Credit","Domestic","E-comm",17035529.2,158765
"2020-05-11","Credit","Domestic","POS",37514537.62,539205
"2020-05-11","Credit","Foreign","E-comm",1968166.53,10589
"2020-05-11","Credit","Foreign","POS",2799618.43999999,42635
"2020-05-11","Debit","Domestic","All",113375307.13,2078768
"2020-05-11","Debit","Foreign","All",733407.160000001,11329
"2020-05-11","Mobile","all","all",4618864.91,71223
"2020-05-12","Credit","Domestic","E-comm",14092186.48,141540
"2020-05-12","Credit","Domestic","POS",40413574.18,577781
"2020-05-12","Credit","Foreign","E-comm",1730369.54,9682
"2020-05-12","Credit","Foreign","POS",2593369.91999999,42593
"2020-05-12","Debit","Domestic","All",114995991.6,2125138
"2020-05-12","Debit","Foreign","All",738026.57,11250
"2020-05-12","Mobile","all","all",3840871.31,68841
"2020-05-13","Credit","Domestic","E-comm",14304478.65,147144
"2020-05-13","Credit","Domestic","POS",41592229.93,583452
"2020-05-13","Credit","Foreign","E-comm",1781525.49,9881
"2020-05-13","Credit","Foreign","POS",2661610.32,41060
"2020-05-13","Debit","Domestic","All",108222360.27,1990080
"2020-05-13","Debit","Foreign","All",714216.43,11148
"2020-05-13","Mobile","all","all",3924660.12,72455
"2020-05-14","Credit","Domestic","E-comm",13035287.56,151861
"2020-05-14","Credit","Domestic","POS",42764523.1,600740
"2020-05-14","Credit","Foreign","E-comm",1879053.32,10658
"2020-05-14","Credit","Foreign","POS",2627599.85999999,43052
"2020-05-14","Debit","Domestic","All",116008356.39,2133790
"2020-05-14","Debit","Foreign","All",726592.97,11430
"2020-05-14","Mobile","all","all",3570183.64,68935
"2020-05-15","Credit","Domestic","E-comm",12195389.16,147466
"2020-05-15","Credit","Domestic","POS",54478258.5,706594
"2020-05-15","Credit","Foreign","E-comm",1894214.93,10335
"2020-05-15","Credit","Foreign","POS",2942507.91999999,46472
"2020-05-15","Debit","Domestic","All",146572364.05,2488675
"2020-05-15","Debit","Foreign","All",907849.230000001,13173
"2020-05-15","Mobile","all","all",4043186.59,76419
"2020-05-16","Credit","Domestic","E-comm",9548351.46999999,134635
"2020-05-16","Credit","Domestic","POS",67765633.87,778311
"2020-05-16","Credit","Foreign","E-comm",779888.880000001,8046
"2020-05-16","Credit","Foreign","POS",2891073.24999999,42728
"2020-05-16","Debit","Domestic","All",166798191.22,2628745
"2020-05-16","Debit","Foreign","All",1142828.74,14769
"2020-05-16","Mobile","all","all",4138433.86,74619
"2020-05-17","Credit","Domestic","E-comm",10099361.25,130849
"2020-05-17","Credit","Domestic","POS",7578152.54,185285
"2020-05-17","Credit","Foreign","E-comm",787716.74,8766
"2020-05-17","Credit","Foreign","POS",527603.870000001,13560
"2020-05-17","Debit","Domestic","All",18325064.73,628583
"2020-05-17","Debit","Foreign","All",116277.97,3288
"2020-05-17","Mobile","all","all",1989614.01,38517
"2020-05-18","Credit","Domestic","E-comm",13683486.38,152818
"2020-05-18","Credit","Domestic","POS",37675279.56,606107
"2020-05-18","Credit","Foreign","E-comm",2085876.99,11433
"2020-05-18","Credit","Foreign","POS",2763099.01999999,47190
"2020-05-18","Debit","Domestic","All",105175525.43,2145124
"2020-05-18","Debit","Foreign","All",642286.24,11734
"2020-05-18","Mobile","all","all",3395149.33,68338
"2020-05-19","Credit","Domestic","E-comm",12332893.4,143429
"2020-05-19","Credit","Domestic","POS",43970492.45,653414
"2020-05-19","Credit","Foreign","E-comm",1829155.27,9979
"2020-05-19","Credit","Foreign","POS",2655478.48,47109
"2020-05-19","Debit","Domestic","All",118587410.74,2257696
"2020-05-19","Debit","Foreign","All",750881.830000001,12335
"2020-05-19","Mobile","all","all",3351364.45,69442
"2020-05-20","Credit","Domestic","E-comm",11839690.11,158190
"2020-05-20","Credit","Domestic","POS",54655356.95,785394
"2020-05-20","Credit","Foreign","E-comm",1974934.02,10847
"2020-05-20","Credit","Foreign","POS",3328074.72999999,53603
"2020-05-20","Debit","Domestic","All",147458797.46,2660768
"2020-05-20","Debit","Foreign","All",910309.410000001,14369
"2020-05-20","Mobile","all","all",3914077.72,79130
"2020-05-21","Credit","Domestic","E-comm",8399629.05,137267
"2020-05-21","Credit","Domestic","POS",11267493.57,246207
"2020-05-21","Credit","Foreign","E-comm",1534666.29,9401
"2020-05-21","Credit","Foreign","POS",773785.730000001,18214
"2020-05-21","Debit","Domestic","All",24799631.55,783816
"2020-05-21","Debit","Foreign","All",171861.12,4526
"2020-05-21","Mobile","all","all",1835522.85,43077
"2020-05-22","Credit","Domestic","E-comm",11628014.03,159811
"2020-05-22","Credit","Domestic","POS",70100306.11,869009
"2020-05-22","Credit","Foreign","E-comm",1678388.37,10560
"2020-05-22","Credit","Foreign","POS",3598739.76,53234
"2020-05-22","Debit","Domestic","All",176331149.91,2849844
"2020-05-22","Debit","Foreign","All",1284496.25,17582
"2020-05-22","Mobile","all","all",4480578.85,83111
"2020-05-23","Credit","Domestic","E-comm",10207174.08,136303
"2020-05-23","Credit","Domestic","POS",63569992.5,748041
"2020-05-23","Credit","Foreign","E-comm",887918.209999999,7715
"2020-05-23","Credit","Foreign","POS",3218828.33999999,42324
"2020-05-23","Debit","Domestic","All",150899421.95,2391348
"2020-05-23","Debit","Foreign","All",1137423.98,15209
"2020-05-23","Mobile","all","all",3943690.12,69558
"2020-05-24","Credit","Domestic","E-comm",10345410.21,131872
"2020-05-24","Credit","Domestic","POS",10151515.84,203425
"2020-05-24","Credit","Foreign","E-comm",675073.18,7978
"2020-05-24","Credit","Foreign","POS",778073.110000003,16108
"2020-05-24","Debit","Domestic","All",19073422.92,600106
"2020-05-24","Debit","Foreign","All",157330.12,3893
"2020-05-24","Mobile","all","all",2134415.03,39555
"2020-05-25","Credit","Domestic","E-comm",14856885.41,171708
"2020-05-25","Credit","Domestic","POS",37571042.92,594939
"2020-05-25","Credit","Foreign","E-comm",1830646.07,11375
"2020-05-25","Credit","Foreign","POS",2842324.71,49546
"2020-05-25","Debit","Domestic","All",118423704.07,2281403
"2020-05-25","Debit","Foreign","All",738868.04,12347
"2020-05-25","Mobile","all","all",5014702.64,81874
"2020-05-26","Credit","Domestic","E-comm",13952869.03,159979
"2020-05-26","Credit","Domestic","POS",39360485.03,602417
"2020-05-26","Credit","Foreign","E-comm",2071456.66,11108
"2020-05-26","Credit","Foreign","POS",2750550.40000001,47306
"2020-05-26","Debit","Domestic","All",120070968.3,2293560
"2020-05-26","Debit","Foreign","All",717407.090000001,12193
"2020-05-26","Mobile","all","all",4394257.33,79636
"2020-05-27","Credit","Domestic","E-comm",13657845.74,157377
"2020-05-27","Credit","Domestic","POS",41798234.76,621830
"2020-05-27","Credit","Foreign","E-comm",1961141.29999999,10611
"2020-05-27","Credit","Foreign","POS",2950495.01,48207
"2020-05-27","Debit","Domestic","All",123788139.4,2360214
"2020-05-27","Debit","Foreign","All",732312.890000001,12565
"2020-05-27","Mobile","all","all",4210937.07,80018
"2020-05-28","Credit","Domestic","E-comm",13935357.45,176077
"2020-05-28","Credit","Domestic","POS",45155082.72,652531
"2020-05-28","Credit","Foreign","E-comm",2177833.36,11942
"2020-05-28","Credit","Foreign","POS",3065600.05000001,50257
"2020-05-28","Debit","Domestic","All",129353595,2404542
"2020-05-28","Debit","Foreign","All",798564.42,13026
"2020-05-28","Mobile","all","all",4191151.5,80172
"2020-05-29","Credit","Domestic","E-comm",14454146.35,172838
"2020-05-29","Credit","Domestic","POS",60219533.2,782903
"2020-05-29","Credit","Foreign","E-comm",2496611.54,12559
"2020-05-29","Credit","Foreign","POS",3369195.90999999,55399
"2020-05-29","Debit","Domestic","All",169760335.78,2841130
"2020-05-29","Debit","Foreign","All",1062973.91,15634
"2020-05-29","Mobile","all","all",4816944.85,89475
"2020-05-30","Credit","Domestic","E-comm",9028405.19,157234
"2020-05-30","Credit","Domestic","POS",71325956.73,846717
"2020-05-30","Credit","Foreign","E-comm",926278.52,9733
"2020-05-30","Credit","Foreign","POS",3470731.11000001,48938
"2020-05-30","Debit","Domestic","All",190333634.93,2978638
"2020-05-30","Debit","Foreign","All",1260637.69,17511
"2020-05-30","Mobile","all","all",4457542.89000001,85042
"2020-05-31","Credit","Domestic","E-comm",8083971.23,139607
"2020-05-31","Credit","Domestic","POS",11168058.13,223618
"2020-05-31","Credit","Foreign","E-comm",847327.23,9061
"2020-05-31","Credit","Foreign","POS",895662.08,17568
"2020-05-31","Debit","Domestic","All",25055879.03,755412
"2020-05-31","Debit","Foreign","All",194271.79,4811
"2020-05-31","Mobile","all","all",1995162.49,44617
"2020-06-01","Credit","Domestic","E-comm",10959416.88,158101
"2020-06-01","Credit","Domestic","POS",14736116.08,263702
"2020-06-01","Credit","Foreign","E-comm",1764315.51,11756
"2020-06-01","Credit","Foreign","POS",1161711.61,21795
"2020-06-01","Debit","Domestic","All",34010885.99,927322
"2020-06-01","Debit","Foreign","All",221396.08,5619
"2020-06-01","Mobile","all","all",2796836.08,51352
"2020-06-02","Credit","Domestic","E-comm",14135637.94,170440
"2020-06-02","Credit","Domestic","POS",40488215.23,656401
"2020-06-02","Credit","Foreign","E-comm",2170379.13,12958
"2020-06-02","Credit","Foreign","POS",3466178.45999999,62631
"2020-06-02","Debit","Domestic","All",123917749.55,2434294
"2020-06-02","Debit","Foreign","All",828009.820000001,14396
"2020-06-02","Mobile","all","all",4014141.88,80704
"2020-06-03","Credit","Domestic","E-comm",13902278.49,170269
"2020-06-03","Credit","Domestic","POS",39426807.62,622786
"2020-06-03","Credit","Foreign","E-comm",2176902.25,13261
"2020-06-03","Credit","Foreign","POS",3122036.55999999,56696
"2020-06-03","Debit","Domestic","All",116470421.98,2291587
"2020-06-03","Debit","Foreign","All",796028.81,13762
"2020-06-03","Mobile","all","all",3872091.9,79002
"2020-06-04","Credit","Domestic","E-comm",14123758.87,180031
"2020-06-04","Credit","Domestic","POS",41031305.25,610856
"2020-06-04","Credit","Foreign","E-comm",2202366.44,13509
"2020-06-04","Credit","Foreign","POS",3323742.17,55375
"2020-06-04","Debit","Domestic","All",119312613.39,2232595
"2020-06-04","Debit","Foreign","All",823541.330000001,13296
"2020-06-04","Mobile","all","all",4398913.83,82714
"2020-06-05","Credit","Domestic","E-comm",13298880.35,183025
"2020-06-05","Credit","Domestic","POS",52582309.55,719409
"2020-06-05","Credit","Foreign","E-comm",2041848.98,13615
"2020-06-05","Credit","Foreign","POS",3611167.24000001,60817
"2020-06-05","Debit","Domestic","All",149309423.41,2620023
"2020-06-05","Debit","Foreign","All",1001615.39,15425
"2020-06-05","Mobile","all","all",4707207.08,91100
"2020-06-06","Credit","Domestic","E-comm",10186483.55,165005
